INPUT:text	INPUT:word	INPUT:pronoun	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они появились в поле зрения.	свистки	они появились	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef399d04083e58c099d73e	000271bf80--64ef36260308d50982a5a739	000271bf80--64ef399d04083e58c099d73e	000271bf80--64ef399d04083e58c099d737	c6465efd1f64fe3665a1b93b2bb3c30e	APPROVED	2023-08-30T12:44:13.730	2023-08-30T12:45:13.253	2023-08-30T12:45:13.253	0.022
Я вытащила бутылку воды из сумки, чтобы она была под рукой.	сумки	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef399e8cabf13b41f894b3	000271bf80--64ef36132409351a10c5f666	000271bf80--64ef399e8cabf13b41f894b3	000271bf80--64ef399e8cabf13b41f894b1	b8131cada535d1467a140f3249d7dc03	APPROVED	2023-08-30T12:44:14.703	2023-08-30T12:44:59.025	2023-08-30T12:44:59.025	0.019
Ривз свалился в погреб, и его темнота поразила его.	погреб	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef399e8cabf13b41f894b3	000271bf80--64ef36270308d50982a5a8c8	000271bf80--64ef399e8cabf13b41f894b3	000271bf80--64ef399e8cabf13b41f894b1	b8131cada535d1467a140f3249d7dc03	APPROVED	2023-08-30T12:44:14.703	2023-08-30T12:44:59.025	2023-08-30T12:44:59.025	0.019
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они увидели приближающийся поезд.	Ревущие звуки	они увидели	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef399e8cabf13b41f894b3	000271bf80--64ef36260308d50982a5a745	000271bf80--64ef399e8cabf13b41f894b3	000271bf80--64ef399e8cabf13b41f894b1	b8131cada535d1467a140f3249d7dc03	APPROVED	2023-08-30T12:44:14.703	2023-08-30T12:44:59.025	2023-08-30T12:44:59.025	0.019
Алиса осталась в саду. Здесь было прохладно, цвели настурции и пела одинокая малиновка. Она задумалась и продолжила своё письмо к Ричарду.	Алиса	Она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef399ecb2d9f2c8af66397	000271bf80--64ef36280308d50982a5a908	000271bf80--64ef399ecb2d9f2c8af66397	000271bf80--64ef399ecb2d9f2c8af66395	971bbeb8e67a25c13c2eabeb05570ee7	APPROVED	2023-08-30T12:44:14.056	2023-08-30T12:45:25.113	2023-08-30T12:45:25.113	0.022
Утром Джо построил на берегу домик из песка, а сверху воткнул флажок. Но после обеда прилив его размыл.	домик	прилив его размыл	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef399ecb2d9f2c8af66397	000271bf80--64ef36132409351a10c5f654	000271bf80--64ef399ecb2d9f2c8af66397	000271bf80--64ef399ecb2d9f2c8af66395	971bbeb8e67a25c13c2eabeb05570ee7	APPROVED	2023-08-30T12:44:14.056	2023-08-30T12:45:25.113	2023-08-30T12:45:25.113	0.022
Коткин описывает, как Лев Каменев, старый соредактор «Правды» Сталина, и Григорий Зиновьев, которые вместе со Сталиным и Каменевым сформировали правящую тройку во время последней болезни Ленина, были вытащены из их тюремных камер в 1936 году для встречи со Сталиным; он призвал их покаяться в память о старых временах.	Сталин и Каменев	их покаяться	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef399ecb2d9f2c8af66397	000271bf80--64ef36260308d50982a5a7e3	000271bf80--64ef399ecb2d9f2c8af66397	000271bf80--64ef399ecb2d9f2c8af66395	971bbeb8e67a25c13c2eabeb05570ee7	APPROVED	2023-08-30T12:44:14.056	2023-08-30T12:45:25.113	2023-08-30T12:45:25.113	0.022
На картинках были изображены слон, гиена и павиан. Они не нравились Джонни, потому что были дешёвые.	картинках	Они	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39a004083e58c099d819	000271bf80--64ef36280308d50982a5a906	000271bf80--64ef39a004083e58c099d819	000271bf80--64ef39a004083e58c099d817	aebe420a53c975d486754a75fa9aa045	APPROVED	2023-08-30T12:44:16.071	2023-08-30T12:45:03.989	2023-08-30T12:45:03.989	0.019
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	музей	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39a004083e58c099d819	000271bf80--64ef36270308d50982a5a872	000271bf80--64ef39a004083e58c099d819	000271bf80--64ef39a004083e58c099d817	aebe420a53c975d486754a75fa9aa045	APPROVED	2023-08-30T12:44:16.071	2023-08-30T12:45:03.989	2023-08-30T12:45:03.989	0.019
Смотри! Рыбка плывет прямо под уткой! Ей бы лучше уплыть в безопасное место!	уткой	Ей	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39a004083e58c099d819	000271bf80--64ef36132409351a10c5f660	000271bf80--64ef39a004083e58c099d819	000271bf80--64ef39a004083e58c099d817	aebe420a53c975d486754a75fa9aa045	APPROVED	2023-08-30T12:44:16.071	2023-08-30T12:45:03.989	2023-08-30T12:45:03.989	0.019
Маша хотела пойти в библиотеку, но она была закрыта.	библиотеку	она	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39a211fcd81de5cc2994	000271bf80--64ef36132409351a10c5f65e	000271bf80--64ef39a211fcd81de5cc2994	000271bf80--64ef39a211fcd81de5cc2992	a76d53d2fc03e11d15cda7a7d671475f	APPROVED	2023-08-30T12:44:18.548	2023-08-30T12:45:15.658	2023-08-30T12:45:15.658	0.022
Коткин описывает, как Лев Каменев, старый соредактор «Правды» Сталина, и Григорий Зиновьев, которые вместе со Сталиным и Каменевым сформировали правящую тройку во время последней болезни Ленина, были вытащены из их тюремных камер в 1936 году для встречи со Сталиным; он призвал их покаяться в память о старых временах.	Сталин и Каменев	их покаяться	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39a211fcd81de5cc2994	000271bf80--64ef36260308d50982a5a7e3	000271bf80--64ef39a211fcd81de5cc2994	000271bf80--64ef39a211fcd81de5cc2992	a76d53d2fc03e11d15cda7a7d671475f	APPROVED	2023-08-30T12:44:18.548	2023-08-30T12:45:15.658	2023-08-30T12:45:15.658	0.022
Ривз свалился в погреб, и его темнота поразила его.	погреб	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39a211fcd81de5cc2994	000271bf80--64ef36270308d50982a5a8c8	000271bf80--64ef39a211fcd81de5cc2994	000271bf80--64ef39a211fcd81de5cc2992	a76d53d2fc03e11d15cda7a7d671475f	APPROVED	2023-08-30T12:44:18.548	2023-08-30T12:45:15.658	2023-08-30T12:45:15.658	0.022
В конце концов, Стив, возможно, решил, что ноги и уши Марка были надежнее, чем его руки - и сознательно позволил ему сделать работу, которая лучше всего ему подходила.	Марка	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39a2894bcc257296a88a	000271bf80--64ef36260308d50982a5a79f	000271bf80--64ef39a2894bcc257296a88a	000271bf80--64ef39a2894bcc257296a880	fd4181c7ee0b04f64385149dcd1efc34	APPROVED	2023-08-30T12:44:18.583	2023-08-30T12:45:35.575	2023-08-30T12:45:35.575	0.022
Маша хотела пойти в библиотеку, но она была закрыта.	библиотеку	она	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39a2894bcc257296a88a	000271bf80--64ef36132409351a10c5f65e	000271bf80--64ef39a2894bcc257296a88a	000271bf80--64ef39a2894bcc257296a880	fd4181c7ee0b04f64385149dcd1efc34	APPROVED	2023-08-30T12:44:18.583	2023-08-30T12:45:35.575	2023-08-30T12:45:35.575	0.022
Мэт сразу прошел в бюро, невольно начав заводиться, когда врезался в манекен мистера Блайта в испанской шляпе и римском плаще, и проклиная его себе под нос за то, что оказался на пути, как будто он был живым существом.	плаще	проклиная его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39a2894bcc257296a88a	000271bf80--64ef36260308d50982a5a7f9	000271bf80--64ef39a2894bcc257296a88a	000271bf80--64ef39a2894bcc257296a880	fd4181c7ee0b04f64385149dcd1efc34	APPROVED	2023-08-30T12:44:18.583	2023-08-30T12:45:35.575	2023-08-30T12:45:35.575	0.022
Билл передал Джону едва тронутую тарелку, потому что он был сыт.	Джону	он	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39a36d429a13b4bbe3a6	000271bf80--64ef36132409351a10c5f648	000271bf80--64ef39a36d429a13b4bbe3a6	000271bf80--64ef39a36d429a13b4bbe39c	aec1d377c2151d294e3c491db88f6cf5	APPROVED	2023-08-30T12:44:19.273	2023-08-30T12:45:16.659	2023-08-30T12:45:16.659	0.022
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они появились в поле зрения.	свистки	они появились	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39a36d429a13b4bbe3a6	000271bf80--64ef36260308d50982a5a739	000271bf80--64ef39a36d429a13b4bbe3a6	000271bf80--64ef39a36d429a13b4bbe39c	aec1d377c2151d294e3c491db88f6cf5	APPROVED	2023-08-30T12:44:19.273	2023-08-30T12:45:16.659	2023-08-30T12:45:16.659	0.022
Пианист ударил пальцами по клавишам, и они отозвались раскатистым гулом.	клавишам	они	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39a36d429a13b4bbe3a6	000271bf80--64ef36290308d50982a5a942	000271bf80--64ef39a36d429a13b4bbe3a6	000271bf80--64ef39a36d429a13b4bbe39c	aec1d377c2151d294e3c491db88f6cf5	APPROVED	2023-08-30T12:44:19.273	2023-08-30T12:45:16.659	2023-08-30T12:45:16.659	0.022
Мэт сразу прошел в бюро, невольно начав заводиться, когда врезался в манекен мистера Блайта в испанской шляпе и римском плаще, и проклиная его себе под нос за то, что оказался на пути, как будто он был живым существом.	плаще	проклиная его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39abcb2d9f2c8af66739	000271bf80--64ef36260308d50982a5a7f9	000271bf80--64ef39abcb2d9f2c8af66739	000271bf80--64ef39abcb2d9f2c8af66736	31f83a2e27547413b61256fee49471b7	APPROVED	2023-08-30T12:44:27.503	2023-08-30T12:46:29.777	2023-08-30T12:46:29.777	0.022
Я воткнул булавку в морковку. Когда я вытащил булавку, она оставила дырку.	морковку	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39abcb2d9f2c8af66739	000271bf80--64ef36132409351a10c5f671	000271bf80--64ef39abcb2d9f2c8af66739	000271bf80--64ef39abcb2d9f2c8af66736	31f83a2e27547413b61256fee49471b7	APPROVED	2023-08-30T12:44:27.503	2023-08-30T12:46:29.777	2023-08-30T12:46:29.777	0.022
В конце концов, Стив, возможно, решил, что ноги и уши Марка были надежнее, чем его руки - и сознательно позволил ему сделать работу, которая лучше всего ему подходила.	Марка	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39abcb2d9f2c8af66739	000271bf80--64ef36260308d50982a5a79f	000271bf80--64ef39abcb2d9f2c8af66739	000271bf80--64ef39abcb2d9f2c8af66736	31f83a2e27547413b61256fee49471b7	APPROVED	2023-08-30T12:44:27.503	2023-08-30T12:46:29.777	2023-08-30T12:46:29.777	0.022
Поскольку Честер зависел от дяди Вернона, он не мог очень хорошо жениться без его одобрения.	дяди Вернона	он	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39aceced1c06c1a96300	000271bf80--64ef36132409351a10c5f64c	000271bf80--64ef39aceced1c06c1a96300	000271bf80--64ef39aceced1c06c1a962fe	3ab2295ae59757a611c15680b59a4b00	APPROVED	2023-08-30T12:44:28.310	2023-08-30T12:45:17.063	2023-08-30T12:45:17.063	0.019
Молния ударила в сосну. Она расколола ствол до основания.	Молния	Она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39aceced1c06c1a96300	000271bf80--64ef36290308d50982a5a95a	000271bf80--64ef39aceced1c06c1a96300	000271bf80--64ef39aceced1c06c1a962fe	3ab2295ae59757a611c15680b59a4b00	APPROVED	2023-08-30T12:44:28.310	2023-08-30T12:45:17.063	2023-08-30T12:45:17.063	0.019
Алиса осталась в саду. Здесь было прохладно, цвели настурции и пела одинокая малиновка. Она задумалась и продолжила своё письмо к Ричарду.	Алиса	Она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39aceced1c06c1a96300	000271bf80--64ef36280308d50982a5a908	000271bf80--64ef39aceced1c06c1a96300	000271bf80--64ef39aceced1c06c1a962fe	3ab2295ae59757a611c15680b59a4b00	APPROVED	2023-08-30T12:44:28.310	2023-08-30T12:45:17.063	2023-08-30T12:45:17.063	0.019
Пианист ударил пальцами по клавишам, и они отозвались раскатистым гулом.	клавишам	они	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39ad11fcd81de5cc329b	000271bf80--64ef36290308d50982a5a942	000271bf80--64ef39ad11fcd81de5cc329b	000271bf80--64ef39ac11fcd81de5cc3295	d8cd5a912e3dd7af2f33fe3b33941c2c	APPROVED	2023-08-30T12:44:29.070	2023-08-30T12:45:26.785	2023-08-30T12:45:26.785	0.022
Утром Джо построил на берегу домик из песка, а сверху воткнул флажок. Но после обеда прилив его размыл.	домик	прилив его размыл	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39ad11fcd81de5cc329b	000271bf80--64ef36132409351a10c5f654	000271bf80--64ef39ad11fcd81de5cc329b	000271bf80--64ef39ac11fcd81de5cc3295	d8cd5a912e3dd7af2f33fe3b33941c2c	APPROVED	2023-08-30T12:44:29.070	2023-08-30T12:45:26.785	2023-08-30T12:45:26.785	0.022
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	музей	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39ad11fcd81de5cc329b	000271bf80--64ef36270308d50982a5a872	000271bf80--64ef39ad11fcd81de5cc329b	000271bf80--64ef39ac11fcd81de5cc3295	d8cd5a912e3dd7af2f33fe3b33941c2c	APPROVED	2023-08-30T12:44:29.070	2023-08-30T12:45:26.785	2023-08-30T12:45:26.785	0.022
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	Спрингфилда	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39ae4990a07004fe4973	000271bf80--64ef36270308d50982a5a874	000271bf80--64ef39ae4990a07004fe4973	000271bf80--64ef39ae4990a07004fe494f	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:44:30.598	2023-08-30T12:44:57.028	2023-08-30T12:44:57.028	0.022
Пит завидует Мартину, потому что он добился многого.	Мартину	он добился	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39ae4990a07004fe4973	000271bf80--64ef36132409351a10c5f662	000271bf80--64ef39ae4990a07004fe4973	000271bf80--64ef39ae4990a07004fe494f	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:44:30.598	2023-08-30T12:44:57.028	2023-08-30T12:44:57.028	0.022
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	музей	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39ae4990a07004fe4973	000271bf80--64ef36270308d50982a5a872	000271bf80--64ef39ae4990a07004fe4973	000271bf80--64ef39ae4990a07004fe494f	8dc85aa0026da484ed7ed3ff63df794e	APPROVED	2023-08-30T12:44:30.598	2023-08-30T12:44:57.028	2023-08-30T12:44:57.028	0.022
Смотри! Рыбка плывет прямо под уткой! Ей бы лучше уплыть в безопасное место!	уткой	Ей	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39ae4990a07004fe4983	000271bf80--64ef36132409351a10c5f660	000271bf80--64ef39ae4990a07004fe4983	000271bf80--64ef39ae4990a07004fe4980	18173499438e95cb91a369a5eb1a60a9	APPROVED	2023-08-30T12:44:30.910	2023-08-30T12:45:03.947	2023-08-30T12:45:03.947	0.019
Шерил вздрогнула и спряталась от ветра за спину лейтенанта, но он ещё долго играл её волосами и пытался сорвать и унести вдаль её косынку.	лейтенанта	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39ae4990a07004fe4983	000271bf80--64ef36290308d50982a5a93e	000271bf80--64ef39ae4990a07004fe4983	000271bf80--64ef39ae4990a07004fe4980	18173499438e95cb91a369a5eb1a60a9	APPROVED	2023-08-30T12:44:30.910	2023-08-30T12:45:03.947	2023-08-30T12:45:03.947	0.019
Алиса осталась в саду. Здесь было прохладно, цвели настурции и пела одинокая малиновка. Она задумалась и продолжила своё письмо к Ричарду.	Алиса	Она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39ae4990a07004fe4983	000271bf80--64ef36280308d50982a5a908	000271bf80--64ef39ae4990a07004fe4983	000271bf80--64ef39ae4990a07004fe4980	18173499438e95cb91a369a5eb1a60a9	APPROVED	2023-08-30T12:44:30.910	2023-08-30T12:45:03.947	2023-08-30T12:45:03.947	0.019
Пианист ударил пальцами по клавишам, и они отозвались раскатистым гулом.	клавишам	они	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39b1eced1c06c1a96514	000271bf80--64ef36290308d50982a5a942	000271bf80--64ef39b1eced1c06c1a96514	000271bf80--64ef39b1eced1c06c1a9650b	a87324d84619a40561961c4bef0174eb	APPROVED	2023-08-30T12:44:33.978	2023-08-30T12:45:22.675	2023-08-30T12:45:22.675	0.019
Мэри впустила Салли в дом, потому что она пожалела её накануне, услуга за услугу.	Салли	она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39b1eced1c06c1a96514	000271bf80--64ef36280308d50982a5a8d6	000271bf80--64ef39b1eced1c06c1a96514	000271bf80--64ef39b1eced1c06c1a9650b	a87324d84619a40561961c4bef0174eb	APPROVED	2023-08-30T12:44:33.978	2023-08-30T12:45:22.675	2023-08-30T12:45:22.675	0.019
Поскольку Честер зависел от дяди Вернона, он не мог очень хорошо жениться без его одобрения.	дяди Вернона	он	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39b1eced1c06c1a96514	000271bf80--64ef36132409351a10c5f64c	000271bf80--64ef39b1eced1c06c1a96514	000271bf80--64ef39b1eced1c06c1a9650b	a87324d84619a40561961c4bef0174eb	APPROVED	2023-08-30T12:44:33.978	2023-08-30T12:45:22.675	2023-08-30T12:45:22.675	0.019
Утром Джо построил на берегу домик из песка, а сверху воткнул флажок. Но после обеда прилив его размыл.	домик	прилив его размыл	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39b28cabf13b41f898cd	000271bf80--64ef36132409351a10c5f654	000271bf80--64ef39b28cabf13b41f898cd	000271bf80--64ef39b28cabf13b41f898cb	2b5e931d46aa7aba010e7410ffb6a222	APPROVED	2023-08-30T12:44:34.241	2023-08-30T12:45:54.863	2023-08-30T12:45:54.863	0.022
Мэт сразу прошел в бюро, невольно начав заводиться, когда врезался в манекен мистера Блайта в испанской шляпе и римском плаще, и проклиная его себе под нос за то, что оказался на пути, как будто он был живым существом.	плаще	проклиная его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39b28cabf13b41f898cd	000271bf80--64ef36260308d50982a5a7f9	000271bf80--64ef39b28cabf13b41f898cd	000271bf80--64ef39b28cabf13b41f898cb	2b5e931d46aa7aba010e7410ffb6a222	APPROVED	2023-08-30T12:44:34.241	2023-08-30T12:45:54.863	2023-08-30T12:45:54.863	0.022
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	Спрингфилда	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39b28cabf13b41f898cd	000271bf80--64ef36270308d50982a5a874	000271bf80--64ef39b28cabf13b41f898cd	000271bf80--64ef39b28cabf13b41f898cb	2b5e931d46aa7aba010e7410ffb6a222	APPROVED	2023-08-30T12:44:34.241	2023-08-30T12:45:54.863	2023-08-30T12:45:54.863	0.022
Молния ударила в сосну. Она расколола ствол до основания.	Молния	Она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39b2eced1c06c1a96535	000271bf80--64ef36290308d50982a5a95a	000271bf80--64ef39b2eced1c06c1a96535	000271bf80--64ef39b2eced1c06c1a96530	deb99cce1694ede200eea97c716742ed	APPROVED	2023-08-30T12:44:34.509	2023-08-30T12:45:45.091	2023-08-30T12:45:45.091	0.019
В конце концов, Стив, возможно, решил, что ноги и уши Марка были надежнее, чем его руки - и сознательно позволил ему сделать работу, которая лучше всего ему подходила.	Марка	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39b2eced1c06c1a96535	000271bf80--64ef36260308d50982a5a79f	000271bf80--64ef39b2eced1c06c1a96535	000271bf80--64ef39b2eced1c06c1a96530	deb99cce1694ede200eea97c716742ed	APPROVED	2023-08-30T12:44:34.509	2023-08-30T12:45:45.091	2023-08-30T12:45:45.091	0.019
Элис отчаянно пыталась не дать своей дочери лаять по-собачьи на вечеринке. Мы не могли понять, почему она так странно себя ведет.	дочери	она	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39b2eced1c06c1a96535	000271bf80--64ef36132409351a10c5f66a	000271bf80--64ef39b2eced1c06c1a96535	000271bf80--64ef39b2eced1c06c1a96530	deb99cce1694ede200eea97c716742ed	APPROVED	2023-08-30T12:44:34.509	2023-08-30T12:45:45.091	2023-08-30T12:45:45.091	0.019
В конце концов, Стив, возможно, решил, что ноги и уши Марка были надежнее, чем его руки - и сознательно позволил ему сделать работу, которая лучше всего ему подходила.	Марка	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39b3894bcc257296acb1	000271bf80--64ef36260308d50982a5a79f	000271bf80--64ef39b3894bcc257296acb1	000271bf80--64ef39b3894bcc257296acad	e9a23d472e3b243c68cb5b06b073d5e4	APPROVED	2023-08-30T12:44:35.147	2023-08-30T12:45:41.103	2023-08-30T12:45:41.103	0.022
Пит завидует Мартину, потому что он добился многого.	Мартину	он добился	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39b3894bcc257296acb1	000271bf80--64ef36132409351a10c5f662	000271bf80--64ef39b3894bcc257296acb1	000271bf80--64ef39b3894bcc257296acad	e9a23d472e3b243c68cb5b06b073d5e4	APPROVED	2023-08-30T12:44:35.147	2023-08-30T12:45:41.103	2023-08-30T12:45:41.103	0.022
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	Спрингфилда	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39b3894bcc257296acb1	000271bf80--64ef36270308d50982a5a874	000271bf80--64ef39b3894bcc257296acb1	000271bf80--64ef39b3894bcc257296acad	e9a23d472e3b243c68cb5b06b073d5e4	APPROVED	2023-08-30T12:44:35.147	2023-08-30T12:45:41.103	2023-08-30T12:45:41.103	0.022
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	Спрингфилда	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39b54990a07004fe4ae3	000271bf80--64ef36270308d50982a5a874	000271bf80--64ef39b54990a07004fe4ae3	000271bf80--64ef39b54990a07004fe4ae1	a657c18c2485c77143a422a678f9086b	APPROVED	2023-08-30T12:44:37.405	2023-08-30T12:45:16.328	2023-08-30T12:45:16.328	0.022
Молния ударила в сосну. Она расколола ствол до основания.	Молния	Она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef39b54990a07004fe4ae3	000271bf80--64ef36290308d50982a5a95a	000271bf80--64ef39b54990a07004fe4ae3	000271bf80--64ef39b54990a07004fe4ae1	a657c18c2485c77143a422a678f9086b	APPROVED	2023-08-30T12:44:37.405	2023-08-30T12:45:16.328	2023-08-30T12:45:16.328	0.022
Утром Джо построил на берегу домик из песка, а сверху воткнул флажок. Но после обеда прилив его размыл.	домик	прилив его размыл	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef39b54990a07004fe4ae3	000271bf80--64ef36132409351a10c5f654	000271bf80--64ef39b54990a07004fe4ae3	000271bf80--64ef39b54990a07004fe4ae1	a657c18c2485c77143a422a678f9086b	APPROVED	2023-08-30T12:44:37.405	2023-08-30T12:45:16.328	2023-08-30T12:45:16.328	0.022
Джим накричал на Кевина потому, что он был расстроен.	Кевина	он был расстроен	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39b6648b7249242a89e6	000271bf80--64ef36132409351a10c5f650	000271bf80--64ef39b6648b7249242a89e6	000271bf80--64ef39b6648b7249242a89e4	64a1b5c2fe81d402518bee2ef7cb35cb	APPROVED	2023-08-30T12:44:38.249	2023-08-30T12:45:56.823	2023-08-30T12:45:56.823	0.019
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	Спрингфилда	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39b6648b7249242a89e6	000271bf80--64ef36270308d50982a5a874	000271bf80--64ef39b6648b7249242a89e6	000271bf80--64ef39b6648b7249242a89e4	64a1b5c2fe81d402518bee2ef7cb35cb	APPROVED	2023-08-30T12:44:38.249	2023-08-30T12:45:56.823	2023-08-30T12:45:56.823	0.019
Мод и Дора видели, как через прерию несутся поезда, из двигателей тянулись клубы черного дыма. Ревущие звуки их моторов и дикие, яростные свистки можно было услышать издалека. Лошади убежали, когда они увидели приближающийся поезд.	Ревущие звуки	они увидели	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39b6648b7249242a89e6	000271bf80--64ef36260308d50982a5a745	000271bf80--64ef39b6648b7249242a89e6	000271bf80--64ef39b6648b7249242a89e4	64a1b5c2fe81d402518bee2ef7cb35cb	APPROVED	2023-08-30T12:44:38.249	2023-08-30T12:45:56.823	2023-08-30T12:45:56.823	0.019
Мэт сразу прошел в бюро, невольно начав заводиться, когда врезался в манекен мистера Блайта в испанской шляпе и римском плаще, и проклиная его себе под нос за то, что оказался на пути, как будто он был живым существом.	плаще	проклиная его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef39b6eced1c06c1a9667f	000271bf80--64ef36260308d50982a5a7f9	000271bf80--64ef39b6eced1c06c1a9667f	000271bf80--64ef39b6eced1c06c1a96674	2d6a0db081a9f2f210f4ec0f5b2dbc54	APPROVED	2023-08-30T12:44:38.980	2023-08-30T12:46:07.626	2023-08-30T12:46:07.626	0.022
Поскольку Честер зависел от дяди Вернона, он не мог очень хорошо жениться без его одобрения.	дяди Вернона	он	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef39b6eced1c06c1a9667f	000271bf80--64ef36132409351a10c5f64c	000271bf80--64ef39b6eced1c06c1a9667f	000271bf80--64ef39b6eced1c06c1a96674	2d6a0db081a9f2f210f4ec0f5b2dbc54	APPROVED	2023-08-30T12:44:38.980	2023-08-30T12:46:07.626	2023-08-30T12:46:07.626	0.022
