INPUT:string1	INPUT:string2	OUTPUT:length	GOLDEN:length	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
CTXMKP	CTAVMK	4	4			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa1e827c067dd0347d5d	00027a3e09--6516f3589ed8a304702aa86f	00027a3e09--6516fa1e827c067dd0347d5d	00027a3e09--6516fa1e827c067dd0347d55	bce875d8367f248de43a2a968e63792a	APPROVED	2023-09-29T16:23:58.841	2023-09-29T16:24:35.655	2023-09-29T16:24:35.655	0.0290000000
OUH	GNCQGJVPIPRHPKLRSQOBUYAAFQGUHANBGT	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa3b0ab55c42a0d9793b	00027a3e09--6516f36d15b13a5af60539c1	00027a3e09--6516fa3b0ab55c42a0d9793b	00027a3e09--6516fa3b0ab55c42a0d97939	21f3bdedd915ab667ee888b890508534	APPROVED	2023-09-29T16:24:27.672	2023-09-29T16:25:27.326	2023-09-29T16:25:27.326	0.0290000000
GSURBVQUO	LJPTLXDVTODVWGTTE	2				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa3b0ab55c42a0d9793b	00027a3e09--6516f36d15b13a5af6053a18	00027a3e09--6516fa3b0ab55c42a0d9793b	00027a3e09--6516fa3b0ab55c42a0d97939	21f3bdedd915ab667ee888b890508534	APPROVED	2023-09-29T16:24:27.672	2023-09-29T16:25:27.326	2023-09-29T16:25:27.326	0.0290000000
QDADC	WGUMJPMWVEKGML	0	0			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa3b0ab55c42a0d9793b	00027a3e09--6516f3589ed8a304702aa855	00027a3e09--6516fa3b0ab55c42a0d9793b	00027a3e09--6516fa3b0ab55c42a0d97939	21f3bdedd915ab667ee888b890508534	APPROVED	2023-09-29T16:24:27.672	2023-09-29T16:25:27.326	2023-09-29T16:25:27.326	0.0290000000
OUHYGUWVASVBWFCTEICVUNXMJWR	FZMVVWRXCEOIACNJJTUSRRVVDTOT	15				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa3c827c067dd034829c	00027a3e09--6516f36d15b13a5af6053a0e	00027a3e09--6516fa3c827c067dd034829c	00027a3e09--6516fa3c827c067dd0348299	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:24:28.294	2023-09-29T16:24:46.875	2023-09-29T16:24:46.875	0.0290000000
BVRVYG	BRVXG	4	4			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa3c827c067dd034829c	00027a3e09--6516f3589ed8a304702aa86d	00027a3e09--6516fa3c827c067dd034829c	00027a3e09--6516fa3c827c067dd0348299	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:24:28.294	2023-09-29T16:24:46.875	2023-09-29T16:24:46.875	0.0290000000
MHKHVQGQNNHWPRQV	SVSBARGFYTCBUHZZBXIPXAZYOZWEXILNAC	8				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa3c827c067dd034829c	00027a3e09--6516f36d15b13a5af6053a26	00027a3e09--6516fa3c827c067dd034829c	00027a3e09--6516fa3c827c067dd0348299	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:24:28.294	2023-09-29T16:24:46.875	2023-09-29T16:24:46.875	0.0290000000
UVUYYFQ	PXWKPZIXVQXCPKY	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa3d495d233df33de236	00027a3e09--6516f36d15b13a5af6053a39	00027a3e09--6516fa3d495d233df33de236	00027a3e09--6516fa3d495d233df33de231	86e98094f26de212bbc22c5666d97a2b	APPROVED	2023-09-29T16:24:29.528	2023-09-29T16:25:06.721	2023-09-29T16:25:06.721	0.0290000000
KJ	ZEXQQHFXWEFJDHRFCOP	1	1			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa3d495d233df33de236	00027a3e09--6516f3589ed8a304702aa873	00027a3e09--6516fa3d495d233df33de236	00027a3e09--6516fa3d495d233df33de231	86e98094f26de212bbc22c5666d97a2b	APPROVED	2023-09-29T16:24:29.528	2023-09-29T16:25:06.721	2023-09-29T16:25:06.721	0.0290000000
EZU	EQQNRDHPSTXBGBFYNUYEDCZLAKZR	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa3d495d233df33de236	00027a3e09--6516f36c15b13a5af605398e	00027a3e09--6516fa3d495d233df33de236	00027a3e09--6516fa3d495d233df33de231	86e98094f26de212bbc22c5666d97a2b	APPROVED	2023-09-29T16:24:29.528	2023-09-29T16:25:06.721	2023-09-29T16:25:06.721	0.0290000000
MHKHVQGQNNHWPRQV	SVSBARGFYTCBUHZZBXIPXAZYOZWEXILNAC	2				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa45bded9655b67fe8b5	00027a3e09--6516f36d15b13a5af6053a26	00027a3e09--6516fa45bded9655b67fe8b5	00027a3e09--6516fa45bded9655b67fe8ad	bce875d8367f248de43a2a968e63792a	APPROVED	2023-09-29T16:24:37.861	2023-09-29T16:25:45.896	2023-09-29T16:25:45.896	0.0290000000
OGK	MLDIFUTYN	0	0			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa45bded9655b67fe8b5	00027a3e09--6516f3589ed8a304702aa85b	00027a3e09--6516fa45bded9655b67fe8b5	00027a3e09--6516fa45bded9655b67fe8ad	bce875d8367f248de43a2a968e63792a	APPROVED	2023-09-29T16:24:37.861	2023-09-29T16:25:45.896	2023-09-29T16:25:45.896	0.0290000000
FRNYNRPIBIVNMLCUCZLCWUODRFLJISFLJYXGPU	QVLWXVRPNVCPURMYKWKETKLSD	4				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa45bded9655b67fe8b5	00027a3e09--6516f36d15b13a5af60539f2	00027a3e09--6516fa45bded9655b67fe8b5	00027a3e09--6516fa45bded9655b67fe8ad	bce875d8367f248de43a2a968e63792a	APPROVED	2023-09-29T16:24:37.861	2023-09-29T16:25:45.896	2023-09-29T16:25:45.896	0.0290000000
GRVNJDUQSEAJUXVPNJ	RHUPI	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa464dc98f156eb111ef	00027a3e09--6516f36c15b13a5af605396e	00027a3e09--6516fa464dc98f156eb111ef	00027a3e09--6516fa464dc98f156eb111e8	d22ad0df983f4e7185aef69b171aea86	APPROVED	2023-09-29T16:24:38.297	2023-09-29T16:25:45.556	2023-09-29T16:25:45.556	0.0290000000
XXUF	ZETIUIKRCUNXHXREUIMGZOYE	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa464dc98f156eb111ef	00027a3e09--6516f36d15b13a5af60539ee	00027a3e09--6516fa464dc98f156eb111ef	00027a3e09--6516fa464dc98f156eb111e8	d22ad0df983f4e7185aef69b171aea86	APPROVED	2023-09-29T16:24:38.297	2023-09-29T16:25:45.556	2023-09-29T16:25:45.556	0.0290000000
APVUBJSN	AVBEJS	5	5			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa464dc98f156eb111ef	00027a3e09--6516f3589ed8a304702aa869	00027a3e09--6516fa464dc98f156eb111ef	00027a3e09--6516fa464dc98f156eb111e8	d22ad0df983f4e7185aef69b171aea86	APPROVED	2023-09-29T16:24:38.297	2023-09-29T16:25:45.556	2023-09-29T16:25:45.556	0.0290000000
XXUF	ZETIUIKRCUNXHXREUIMGZOYE	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa4817aed1610effca9c	00027a3e09--6516f36d15b13a5af60539ee	00027a3e09--6516fa4817aed1610effca9c	00027a3e09--6516fa4817aed1610effca94	9dec9ff7db0fc449f6d6f07a673ff5d6	APPROVED	2023-09-29T16:24:40.411	2023-09-29T16:27:20.530	2023-09-29T16:27:20.530	0.0290000000
DYLI	SVETDCGL	2	2			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa4817aed1610effca9c	00027a3e09--6516f3589ed8a304702aa865	00027a3e09--6516fa4817aed1610effca9c	00027a3e09--6516fa4817aed1610effca94	9dec9ff7db0fc449f6d6f07a673ff5d6	APPROVED	2023-09-29T16:24:40.411	2023-09-29T16:27:20.530	2023-09-29T16:27:20.530	0.0290000000
FRNYNRPIBIVNMLCUCZLCWUODRFLJISFLJYXGPU	QVLWXVRPNVCPURMYKWKETKLSD	6				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa4817aed1610effca9c	00027a3e09--6516f36d15b13a5af60539f2	00027a3e09--6516fa4817aed1610effca9c	00027a3e09--6516fa4817aed1610effca94	9dec9ff7db0fc449f6d6f07a673ff5d6	APPROVED	2023-09-29T16:24:40.411	2023-09-29T16:27:20.530	2023-09-29T16:27:20.530	0.0290000000
WOWXKKFFLDMTXLW	FBYNAXCAZGBWAL	6				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa500ab55c42a0d984af	00027a3e09--6516f36c15b13a5af605396c	00027a3e09--6516fa500ab55c42a0d984af	00027a3e09--6516fa500ab55c42a0d9848b	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:24:48.603	2023-09-29T16:25:12.760	2023-09-29T16:25:12.760	0.0290000000
APVUBJSN	AVBEJS	5	5			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa500ab55c42a0d984af	00027a3e09--6516f3589ed8a304702aa869	00027a3e09--6516fa500ab55c42a0d984af	00027a3e09--6516fa500ab55c42a0d9848b	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:24:48.603	2023-09-29T16:25:12.760	2023-09-29T16:25:12.760	0.0290000000
E	JQLHMFZMQCXLHIZGTNOOIMPVDECJYQE	1				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa500ab55c42a0d984af	00027a3e09--6516f36d15b13a5af60539e4	00027a3e09--6516fa500ab55c42a0d984af	00027a3e09--6516fa500ab55c42a0d9848b	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:24:48.603	2023-09-29T16:25:12.760	2023-09-29T16:25:12.760	0.0290000000
YCUBNJ	YCYXBVJ	5	4			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa5717aed1610effcd0d	00027a3e09--6516f3589ed8a304702aa861	00027a3e09--6516fa5717aed1610effcd0d	00027a3e09--6516fa5717aed1610effcd0b	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:24:55.479	2023-09-29T16:26:34.132	2023-09-29T16:26:34.132	0.0290000000
GRVNJDUQSEAJUXVPNJ	RHUPI	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa5717aed1610effcd0d	00027a3e09--6516f36c15b13a5af605396e	00027a3e09--6516fa5717aed1610effcd0d	00027a3e09--6516fa5717aed1610effcd0b	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:24:55.479	2023-09-29T16:26:34.132	2023-09-29T16:26:34.132	0.0290000000
GSURBVQUO	LJPTLXDVTODVWGTTE	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa5717aed1610effcd0d	00027a3e09--6516f36d15b13a5af6053a18	00027a3e09--6516fa5717aed1610effcd0d	00027a3e09--6516fa5717aed1610effcd0b	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:24:55.479	2023-09-29T16:26:34.132	2023-09-29T16:26:34.132	0.0290000000
KXCSM	TNOHVLHULSTIZKT	2	1			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa6a9ed8a304702bfe5f	00027a3e09--6516f3589ed8a304702aa853	00027a3e09--6516fa6a9ed8a304702bfe5f	00027a3e09--6516fa6a9ed8a304702bfe5c	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:25:14.443	2023-09-29T16:25:54.938	2023-09-29T16:25:54.938	0.0290000000
HNPUSKVDLLLKOS	VQJSBYODNEITFC	5				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa6a9ed8a304702bfe5f	00027a3e09--6516f36c15b13a5af6053978	00027a3e09--6516fa6a9ed8a304702bfe5f	00027a3e09--6516fa6a9ed8a304702bfe5c	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:25:14.443	2023-09-29T16:25:54.938	2023-09-29T16:25:54.938	0.0290000000
XXUF	ZETIUIKRCUNXHXREUIMGZOYE	2				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa6a9ed8a304702bfe5f	00027a3e09--6516f36d15b13a5af60539ee	00027a3e09--6516fa6a9ed8a304702bfe5f	00027a3e09--6516fa6a9ed8a304702bfe5c	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:25:14.443	2023-09-29T16:25:54.938	2023-09-29T16:25:54.938	0.0290000000
CTXMKP	CTAVMK	4	4			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa6fe4173738521e76b1	00027a3e09--6516f3589ed8a304702aa86f	00027a3e09--6516fa6fe4173738521e76b1	00027a3e09--6516fa6fe4173738521e76ab	3991dd4688a05a10333c4bbc9947b636	APPROVED	2023-09-29T16:25:19.841	2023-09-29T16:25:51.757	2023-09-29T16:25:51.757	0.0290000000
EZU	EQQNRDHPSTXBGBFYNUYEDCZLAKZR	2				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa6fe4173738521e76b1	00027a3e09--6516f36c15b13a5af605398e	00027a3e09--6516fa6fe4173738521e76b1	00027a3e09--6516fa6fe4173738521e76ab	3991dd4688a05a10333c4bbc9947b636	APPROVED	2023-09-29T16:25:19.841	2023-09-29T16:25:51.757	2023-09-29T16:25:51.757	0.0290000000
E	JQLHMFZMQCXLHIZGTNOOIMPVDECJYQE	1				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa6fe4173738521e76b1	00027a3e09--6516f36d15b13a5af60539e4	00027a3e09--6516fa6fe4173738521e76b1	00027a3e09--6516fa6fe4173738521e76ab	3991dd4688a05a10333c4bbc9947b636	APPROVED	2023-09-29T16:25:19.841	2023-09-29T16:25:51.757	2023-09-29T16:25:51.757	0.0290000000
GRVNJDUQSEAJUXVPNJ	RHUPI	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa7894b89b3e3a6d3102	00027a3e09--6516f36c15b13a5af605396e	00027a3e09--6516fa7894b89b3e3a6d3102	00027a3e09--6516fa7894b89b3e3a6d3100	21f3bdedd915ab667ee888b890508534	APPROVED	2023-09-29T16:25:28.776	2023-09-29T16:26:20.699	2023-09-29T16:26:20.699	0.0290000000
MHKHVQGQNNHWPRQV	SVSBARGFYTCBUHZZBXIPXAZYOZWEXILNAC	4				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa7894b89b3e3a6d3102	00027a3e09--6516f36d15b13a5af6053a26	00027a3e09--6516fa7894b89b3e3a6d3102	00027a3e09--6516fa7894b89b3e3a6d3100	21f3bdedd915ab667ee888b890508534	APPROVED	2023-09-29T16:25:28.776	2023-09-29T16:26:20.699	2023-09-29T16:26:20.699	0.0290000000
MRSUMK	FSZUKDW	3	3			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa7894b89b3e3a6d3102	00027a3e09--6516f3589ed8a304702aa857	00027a3e09--6516fa7894b89b3e3a6d3102	00027a3e09--6516fa7894b89b3e3a6d3100	21f3bdedd915ab667ee888b890508534	APPROVED	2023-09-29T16:25:28.776	2023-09-29T16:26:20.699	2023-09-29T16:26:20.699	0.0290000000
JMCYPGB	JMSCYB	5	5			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa8a17aed1610effd98b	00027a3e09--6516f3589ed8a304702aa867	00027a3e09--6516fa8a17aed1610effd98b	00027a3e09--6516fa8a17aed1610effd97f	d22ad0df983f4e7185aef69b171aea86	APPROVED	2023-09-29T16:25:46.977	2023-09-29T16:27:31.241	2023-09-29T16:27:31.241	0.0290000000
OUHYGUWVASVBWFCTEICVUNXMJWR	FZMVVWRXCEOIACNJJTUSRRVVDTOT	11				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa8a17aed1610effd98b	00027a3e09--6516f36d15b13a5af6053a0e	00027a3e09--6516fa8a17aed1610effd98b	00027a3e09--6516fa8a17aed1610effd97f	d22ad0df983f4e7185aef69b171aea86	APPROVED	2023-09-29T16:25:46.977	2023-09-29T16:27:31.241	2023-09-29T16:27:31.241	0.0290000000
EZU	EQQNRDHPSTXBGBFYNUYEDCZLAKZR	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa8a17aed1610effd98b	00027a3e09--6516f36c15b13a5af605398e	00027a3e09--6516fa8a17aed1610effd98b	00027a3e09--6516fa8a17aed1610effd97f	d22ad0df983f4e7185aef69b171aea86	APPROVED	2023-09-29T16:25:46.977	2023-09-29T16:27:31.241	2023-09-29T16:27:31.241	0.0290000000
E	JQLHMFZMQCXLHIZGTNOOIMPVDECJYQE	1				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa8e495d233df33df095	00027a3e09--6516f36d15b13a5af60539e4	00027a3e09--6516fa8e495d233df33df095	00027a3e09--6516fa8e495d233df33df092	bce875d8367f248de43a2a968e63792a	APPROVED	2023-09-29T16:25:50.074	2023-09-29T16:26:18.919	2023-09-29T16:26:18.919	0.0290000000
JOU	FQJMCXUN	2	2			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa8e495d233df33df095	00027a3e09--6516f3589ed8a304702aa863	00027a3e09--6516fa8e495d233df33df095	00027a3e09--6516fa8e495d233df33df092	bce875d8367f248de43a2a968e63792a	APPROVED	2023-09-29T16:25:50.074	2023-09-29T16:26:18.919	2023-09-29T16:26:18.919	0.0290000000
KGXYANEWESOBTZQDWWQM	VPRXCIKQCOUGCONAMXDDOSTZXQY	4				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa8e495d233df33df095	00027a3e09--6516f36c15b13a5af6053984	00027a3e09--6516fa8e495d233df33df095	00027a3e09--6516fa8e495d233df33df092	bce875d8367f248de43a2a968e63792a	APPROVED	2023-09-29T16:25:50.074	2023-09-29T16:26:18.919	2023-09-29T16:26:18.919	0.0290000000
GRVNJDUQSEAJUXVPNJ	RHUPI	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa94bded9655b67ff59e	00027a3e09--6516f36c15b13a5af605396e	00027a3e09--6516fa94bded9655b67ff59e	00027a3e09--6516fa94bded9655b67ff599	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:25:56.687	2023-09-29T16:26:25.263	2023-09-29T16:26:25.263	0.0290000000
KGXYANEWESOBTZQDWWQM	VPRXCIKQCOUGCONAMXDDOSTZXQY	9				https://platform.toloka.ai/task/41565705/00027a3e09--6516fa94bded9655b67ff59e	00027a3e09--6516f36c15b13a5af6053984	00027a3e09--6516fa94bded9655b67ff59e	00027a3e09--6516fa94bded9655b67ff599	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:25:56.687	2023-09-29T16:26:25.263	2023-09-29T16:26:25.263	0.0290000000
JOU	FQJMCXUN	2	2			https://platform.toloka.ai/task/41565705/00027a3e09--6516fa94bded9655b67ff59e	00027a3e09--6516f3589ed8a304702aa863	00027a3e09--6516fa94bded9655b67ff59e	00027a3e09--6516fa94bded9655b67ff599	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:25:56.687	2023-09-29T16:26:25.263	2023-09-29T16:26:25.263	0.0290000000
GSURBVQUO	LJPTLXDVTODVWGTTE	1				https://platform.toloka.ai/task/41565705/00027a3e09--6516faa68879a44e7026d1f8	00027a3e09--6516f36d15b13a5af6053a18	00027a3e09--6516faa68879a44e7026d1f8	00027a3e09--6516faa68879a44e7026d1f5	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:26:14.905	2023-09-29T16:27:46.455	2023-09-29T16:27:46.455	0.0290000000
CTXMKP	CTAVMK	4	4			https://platform.toloka.ai/task/41565705/00027a3e09--6516faa68879a44e7026d1f8	00027a3e09--6516f3589ed8a304702aa85d	00027a3e09--6516faa68879a44e7026d1f8	00027a3e09--6516faa68879a44e7026d1f5	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:26:14.905	2023-09-29T16:27:46.455	2023-09-29T16:27:46.455	0.0290000000
MHKHVQGQNNHWPRQV	SVSBARGFYTCBUHZZBXIPXAZYOZWEXILNAC	2				https://platform.toloka.ai/task/41565705/00027a3e09--6516faa68879a44e7026d1f8	00027a3e09--6516f36d15b13a5af6053a26	00027a3e09--6516faa68879a44e7026d1f8	00027a3e09--6516faa68879a44e7026d1f5	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:26:14.905	2023-09-29T16:27:46.455	2023-09-29T16:27:46.455	0.0290000000
CLYUXYBX	JSCLYUY	5	5			https://platform.toloka.ai/task/41565705/00027a3e09--6516faac94b89b3e3a6d389f	00027a3e09--6516f3589ed8a304702aa86b	00027a3e09--6516faac94b89b3e3a6d389f	00027a3e09--6516faac94b89b3e3a6d389b	bce875d8367f248de43a2a968e63792a	APPROVED	2023-09-29T16:26:20.879	2023-09-29T16:27:22.374	2023-09-29T16:27:22.374	0.0290000000
AIKWBZYEJUTAYMJMWM	YAEB	1				https://platform.toloka.ai/task/41565705/00027a3e09--6516faac94b89b3e3a6d389f	00027a3e09--6516f36d15b13a5af60539a5	00027a3e09--6516faac94b89b3e3a6d389f	00027a3e09--6516faac94b89b3e3a6d389b	bce875d8367f248de43a2a968e63792a	APPROVED	2023-09-29T16:26:20.879	2023-09-29T16:27:22.374	2023-09-29T16:27:22.374	0.0290000000
OUHYGUWVASVBWFCTEICVUNXMJWR	FZMVVWRXCEOIACNJJTUSRRVVDTOT	5				https://platform.toloka.ai/task/41565705/00027a3e09--6516faac94b89b3e3a6d389f	00027a3e09--6516f36d15b13a5af6053a0e	00027a3e09--6516faac94b89b3e3a6d389f	00027a3e09--6516faac94b89b3e3a6d389b	bce875d8367f248de43a2a968e63792a	APPROVED	2023-09-29T16:26:20.879	2023-09-29T16:27:22.374	2023-09-29T16:27:22.374	0.0290000000
IVZSNRWSEXWQGKKWLSNIRGIKCYQGVY	QAQURAPQRBCEJ	4				https://platform.toloka.ai/task/41565705/00027a3e09--6516fab0495d233df33df52d	00027a3e09--6516f36d15b13a5af6053a1e	00027a3e09--6516fab0495d233df33df52d	00027a3e09--6516fab0495d233df33df52b	21f3bdedd915ab667ee888b890508534	APPROVED	2023-09-29T16:26:24.518	2023-09-29T16:27:14.583	2023-09-29T16:27:14.583	0.0290000000
DYLI	SVETDCGL	2	2			https://platform.toloka.ai/task/41565705/00027a3e09--6516fab0495d233df33df52d	00027a3e09--6516f3589ed8a304702aa865	00027a3e09--6516fab0495d233df33df52d	00027a3e09--6516fab0495d233df33df52b	21f3bdedd915ab667ee888b890508534	APPROVED	2023-09-29T16:26:24.518	2023-09-29T16:27:14.583	2023-09-29T16:27:14.583	0.0290000000
EZU	EQQNRDHPSTXBGBFYNUYEDCZLAKZR	2				https://platform.toloka.ai/task/41565705/00027a3e09--6516fab0495d233df33df52d	00027a3e09--6516f36c15b13a5af605398e	00027a3e09--6516fab0495d233df33df52d	00027a3e09--6516fab0495d233df33df52b	21f3bdedd915ab667ee888b890508534	APPROVED	2023-09-29T16:26:24.518	2023-09-29T16:27:14.583	2023-09-29T16:27:14.583	0.0290000000
GYRXTMRF	ERMXHIWJVVDXSFZZWXGCKJINRSEK	6				https://platform.toloka.ai/task/41565705/00027a3e09--6516fab394b89b3e3a6d390f	00027a3e09--6516f36d15b13a5af6053a0a	00027a3e09--6516fab394b89b3e3a6d390f	00027a3e09--6516fab394b89b3e3a6d390d	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:26:27.153	2023-09-29T16:27:32.321	2023-09-29T16:27:32.321	0.0290000000
DYLI	SVETDCGL	2	2			https://platform.toloka.ai/task/41565705/00027a3e09--6516fab394b89b3e3a6d390f	00027a3e09--6516f3589ed8a304702aa865	00027a3e09--6516fab394b89b3e3a6d390f	00027a3e09--6516fab394b89b3e3a6d390d	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:26:27.153	2023-09-29T16:27:32.321	2023-09-29T16:27:32.321	0.0290000000
RWJHR	NKWEAPMSHIYM	2				https://platform.toloka.ai/task/41565705/00027a3e09--6516fab394b89b3e3a6d390f	00027a3e09--6516f36c15b13a5af6053980	00027a3e09--6516fab394b89b3e3a6d390f	00027a3e09--6516fab394b89b3e3a6d390d	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T16:26:27.153	2023-09-29T16:27:32.321	2023-09-29T16:27:32.321	0.0290000000
APVUBJSN	AVBEJS	5	5			https://platform.toloka.ai/task/41565705/00027a3e09--6516fabb495d233df33df6f2	00027a3e09--6516f3589ed8a304702aa869	00027a3e09--6516fabb495d233df33df6f2	00027a3e09--6516fabb495d233df33df6f0	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:26:35.526	2023-09-29T16:42:34.775	2023-09-29T16:42:34.775	0.0290000000
FRNYNRPIBIVNMLCUCZLCWUODRFLJISFLJYXGPU	QVLWXVRPNVCPURMYKWKETKLSD	8				https://platform.toloka.ai/task/41565705/00027a3e09--6516fabb495d233df33df6f2	00027a3e09--6516f36d15b13a5af60539f2	00027a3e09--6516fabb495d233df33df6f2	00027a3e09--6516fabb495d233df33df6f0	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:26:35.526	2023-09-29T16:42:34.775	2023-09-29T16:42:34.775	0.0290000000
PPAMZHQONHYTUELNEUXTN	MWQCYPKFNGWQBENFBVRH	9				https://platform.toloka.ai/task/41565705/00027a3e09--6516fabb495d233df33df6f2	00027a3e09--6516f36c15b13a5af605396a	00027a3e09--6516fabb495d233df33df6f2	00027a3e09--6516fabb495d233df33df6f0	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:26:35.526	2023-09-29T16:42:34.775	2023-09-29T16:42:34.775	0.0290000000
KDTIKI	NQWDRRETSY	2	2			https://platform.toloka.ai/task/41565705/00027a3e09--6516fac894b89b3e3a6d3bee	00027a3e09--6516f3589ed8a304702aa84f	00027a3e09--6516fac894b89b3e3a6d3bee	00027a3e09--6516fac894b89b3e3a6d3beb	3991dd4688a05a10333c4bbc9947b636	APPROVED	2023-09-29T16:26:48.731	2023-09-29T16:28:05.028	2023-09-29T16:28:05.028	0.0290000000
YOJYSACS	MHMKTOZVKRIUMICFDRNZSSSIAERHVYREBIFG	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516fac894b89b3e3a6d3bee	00027a3e09--6516f36c15b13a5af6053974	00027a3e09--6516fac894b89b3e3a6d3bee	00027a3e09--6516fac894b89b3e3a6d3beb	3991dd4688a05a10333c4bbc9947b636	APPROVED	2023-09-29T16:26:48.731	2023-09-29T16:28:05.028	2023-09-29T16:28:05.028	0.0290000000
JKHKOAMOZX	TBWH	1				https://platform.toloka.ai/task/41565705/00027a3e09--6516fac894b89b3e3a6d3bee	00027a3e09--6516f36c15b13a5af6053971	00027a3e09--6516fac894b89b3e3a6d3bee	00027a3e09--6516fac894b89b3e3a6d3beb	3991dd4688a05a10333c4bbc9947b636	APPROVED	2023-09-29T16:26:48.731	2023-09-29T16:28:05.028	2023-09-29T16:28:05.028	0.0290000000
UTDYABYGAEYXLYBQUXTBIUKEMOCTCPIYWTFZDY	WKRCMZISLELWPCWYQKYD	7				https://platform.toloka.ai/task/41565705/00027a3e09--6516fae3495d233df33dfe55	00027a3e09--6516f36d15b13a5af60539a9	00027a3e09--6516fae3495d233df33dfe55	00027a3e09--6516fae3495d233df33dfe52	21f3bdedd915ab667ee888b890508534	APPROVED	2023-09-29T16:27:15.769	2023-09-29T16:28:17.194	2023-09-29T16:28:17.194	0.0290000000
