INPUT:formula	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
(((3 + 1 - 3) + (4 - 5 - (-3))) * ((5 + (-4) + (-6)) * (2 - (-5) * 6)))	-480	-480			https://platform.toloka.ai/task/41562232/00027a3078--6518df4e15b13a5af65b432b	00027a3078--6516b2c9f9fa01475aa9b78e	00027a3078--6518df4e15b13a5af65b432b	00027a3078--6518df4e15b13a5af65b4323	b51afd604b2e049089091c4af167dfc6	APPROVED	2023-10-01T02:54:06.294	2023-10-01T02:56:13.465	2023-10-01T02:56:13.465	0.0220000000
((((6 * (-8) + 5 - (-9)) / (3 + 9 / 4 * (-2))) + ((2 - 5 / 4 * (-9)) / ((-9) - (-7) / (-2) * (-4)))) + ((((-5) / (-5) / (-8) + 8) + (4 / 6 + (-9) - 7)) * ((4 + 2 * 0 * 7) / ((-3) - 3 + 2 / 3))))	30				https://platform.toloka.ai/task/41562232/00027a3078--6518df4e15b13a5af65b432b	00027a3078--6516b2eb056db464d2cd590f	00027a3078--6518df4e15b13a5af65b432b	00027a3078--6518df4e15b13a5af65b4323	b51afd604b2e049089091c4af167dfc6	APPROVED	2023-10-01T02:54:06.294	2023-10-01T02:56:13.465	2023-10-01T02:56:13.465	0.0220000000
((((-1) - 4 + (-7) + (-3)) - ((-8) * 0 * (-5) + (-1))) + ((1 * (-6) * (-7) * 3) + (9 + 7 * (-6) + (-2))))	77				https://platform.toloka.ai/task/41562232/00027a3078--6518df4e15b13a5af65b432b	00027a3078--6516b2ec056db464d2cd5aa7	00027a3078--6518df4e15b13a5af65b432b	00027a3078--6518df4e15b13a5af65b4323	b51afd604b2e049089091c4af167dfc6	APPROVED	2023-10-01T02:54:06.294	2023-10-01T02:56:13.465	2023-10-01T02:56:13.465	0.0220000000
(((-2) + (-4) - (-8) * (-9)) - ((-4) * 2 * 0 * 3))	-78	-78			https://platform.toloka.ai/task/41562232/00027a3078--6518dfcf4dc98f156e0d8e85	00027a3078--6516b2c9f9fa01475aa9b767	00027a3078--6518dfcf4dc98f156e0d8e85	00027a3078--6518dfcf4dc98f156e0d8e83	b51afd604b2e049089091c4af167dfc6	APPROVED	2023-10-01T02:56:15.593	2023-10-01T02:57:51.028	2023-10-01T02:57:51.028	0.0220000000
((1 * 9) * (3 * 8))	216				https://platform.toloka.ai/task/41562232/00027a3078--6518dfcf4dc98f156e0d8e85	00027a3078--6516b2ec056db464d2cd5b8d	00027a3078--6518dfcf4dc98f156e0d8e85	00027a3078--6518dfcf4dc98f156e0d8e83	b51afd604b2e049089091c4af167dfc6	APPROVED	2023-10-01T02:56:15.593	2023-10-01T02:57:51.028	2023-10-01T02:57:51.028	0.0220000000
(((-9) - 1 + (-1) * 8) * (1 - (-8) - (-8) * (-2)))	126				https://platform.toloka.ai/task/41562232/00027a3078--6518dfcf4dc98f156e0d8e85	00027a3078--6516b2ed056db464d2cd5ce8	00027a3078--6518dfcf4dc98f156e0d8e85	00027a3078--6518dfcf4dc98f156e0d8e83	b51afd604b2e049089091c4af167dfc6	APPROVED	2023-10-01T02:56:15.593	2023-10-01T02:57:51.028	2023-10-01T02:57:51.028	0.0220000000
((((4 - (-4) + 0 / (-4)) / ((-9) - (-6) + 3 * (-7))) - ((3 + (-4) / (-5) * (-8)) * ((-6) + (-7) / 6 + 2))) / ((((-5) - (-2) + (-3) - (-8)) - (4 / 4 - 5 - (-3))) / (((-4) - 8 / (-5) - (-3)) + (9 * (-4) - (-2) - 0))))	199				https://platform.toloka.ai/task/41562232/00027a3078--6518e0334dc98f156e0d9f67	00027a3078--6516b2eb056db464d2cd592b	00027a3078--6518e0334dc98f156e0d9f67	00027a3078--6518e0334dc98f156e0d9f65	b51afd604b2e049089091c4af167dfc6	APPROVED	2023-10-01T02:57:55.763	2023-10-01T02:59:43.099	2023-10-01T02:59:43.099	0.0220000000
(((5 - (-2) * 7) / ((-9) * (-9) - 5)) - ((3 / 7 + (-3)) - (3 * (-9) * 6)))	-159				https://platform.toloka.ai/task/41562232/00027a3078--6518e0334dc98f156e0d9f67	00027a3078--6516b2ec056db464d2cd5a33	00027a3078--6518e0334dc98f156e0d9f67	00027a3078--6518e0334dc98f156e0d9f65	b51afd604b2e049089091c4af167dfc6	APPROVED	2023-10-01T02:57:55.763	2023-10-01T02:59:43.099	2023-10-01T02:59:43.099	0.0220000000
(((9 - (-3)) - (6 * (-4))) * (((-1) + 3) + ((-2) + 3)))	108	108			https://platform.toloka.ai/task/41562232/00027a3078--6518e0334dc98f156e0d9f67	00027a3078--6516b2c9f9fa01475aa9b78a	00027a3078--6518e0334dc98f156e0d9f67	00027a3078--6518e0334dc98f156e0d9f65	b51afd604b2e049089091c4af167dfc6	APPROVED	2023-10-01T02:57:55.763	2023-10-01T02:59:43.099	2023-10-01T02:59:43.099	0.0220000000
(((((-2) + 9) / (0 - 9)) - (((-3) * 8) * (7 + (-4)))) - ((((-3) - (-9)) - ((-1) + 3)) + ((5 + (-6)) - (8 / 7))))	69				https://platform.toloka.ai/task/41562232/00027a3078--6518e13902bac21657803dbc	00027a3078--6516b2eb056db464d2cd574b	00027a3078--6518e13902bac21657803dbc	00027a3078--6518e13902bac21657803dba	b51afd604b2e049089091c4af167dfc6	APPROVED	2023-10-01T03:02:17.199	2023-10-01T03:04:11.628	2023-10-01T03:04:11.628	0.0220000000
(((((-6) * 3 - 2) * (5 - (-1) + (-1))) + ((0 * 6 - 3) + (3 + (-2) * 3))) * (((3 * (-5) - (-4)) - ((-5) + (-5) + 3)) * (((-2) + 9 * 5) - (0 * (-5) + 1))))	17808	17808			https://platform.toloka.ai/task/41562232/00027a3078--6518e13902bac21657803dbc	00027a3078--6516b2c9f9fa01475aa9b786	00027a3078--6518e13902bac21657803dbc	00027a3078--6518e13902bac21657803dba	b51afd604b2e049089091c4af167dfc6	APPROVED	2023-10-01T03:02:17.199	2023-10-01T03:04:11.628	2023-10-01T03:04:11.628	0.0220000000
(((-8) - 0 - 2 * (-8)) + (5 * (-2) * 5 + 4))	-38				https://platform.toloka.ai/task/41562232/00027a3078--6518e13902bac21657803dbc	00027a3078--6516b2ed056db464d2cd5cee	00027a3078--6518e13902bac21657803dbc	00027a3078--6518e13902bac21657803dba	b51afd604b2e049089091c4af167dfc6	APPROVED	2023-10-01T03:02:17.199	2023-10-01T03:04:11.628	2023-10-01T03:04:11.628	0.0220000000
(((((-4) + 0 + 4 - (-4)) * ((-6) - 0 - 2 * (-9))) - ((4 - 6 * 6 + (-4)) * ((-7) + 9 + 9 - 8))) - (((7 + (-6) * 3 - (-6)) - (6 + (-2) + (-6) * (-2))) - (((-5) + 5 - 1 + 2) * (7 * (-2) - (-4) - (-6)))))	173				https://platform.toloka.ai/task/41562232/00027a3078--6518eb569ed8a304708ab57c	00027a3078--6516b2eb056db464d2cd5923	00027a3078--6518eb569ed8a304708ab57c	00027a3078--6518eb569ed8a304708ab575	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T03:45:26.311	2023-10-01T03:55:07.666	2023-10-01T03:55:07.666	0.0190000000
((9 - (-9) + 9) * ((-5) + 2 * (-2)))	-243				https://platform.toloka.ai/task/41562232/00027a3078--6518eb569ed8a304708ab57c	00027a3078--6516b2ed056db464d2cd5bd4	00027a3078--6518eb569ed8a304708ab57c	00027a3078--6518eb569ed8a304708ab575	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T03:45:26.311	2023-10-01T03:55:07.666	2023-10-01T03:55:07.666	0.0190000000
(((((-5) - (-2) + 8) * (7 * 7 - 7)) - (((-5) + (-1) - (-8)) * ((-7) + 4 - 4))) - ((((-7) + 6 + (-6)) + ((-9) + 8 - (-2))) - ((8 * 6 - 0) - (6 * 9 + (-7)))))	231	231			https://platform.toloka.ai/task/41562232/00027a3078--6518eb569ed8a304708ab57c	00027a3078--6516b2c9f9fa01475aa9b798	00027a3078--6518eb569ed8a304708ab57c	00027a3078--6518eb569ed8a304708ab575	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T03:45:26.311	2023-10-01T03:55:07.666	2023-10-01T03:55:07.666	0.0190000000
((8 + (-9) - (-4) + 6) + ((-5) + 0 + 8 * (-7)))	-52	-52			https://platform.toloka.ai/task/41562232/00027a3078--6518ed9f4dc98f156e10bd9f	00027a3078--6516b2c9f9fa01475aa9b76b	00027a3078--6518ed9f4dc98f156e10bd9f	00027a3078--6518ed9f4dc98f156e10bd9b	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T03:55:11.805	2023-10-01T04:06:07.771	2023-10-01T04:06:07.771	0.0190000000
((((3 + (-3)) - (5 * 2)) + (((-4) - 3) + (2 * (-3)))) - (((2 - 3) + ((-3) + 2)) * (((-8) - (-3)) - ((-7) - 1))))	-19				https://platform.toloka.ai/task/41562232/00027a3078--6518ed9f4dc98f156e10bd9f	00027a3078--6516b2eb056db464d2cd574d	00027a3078--6518ed9f4dc98f156e10bd9f	00027a3078--6518ed9f4dc98f156e10bd9b	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T03:55:11.805	2023-10-01T04:06:07.771	2023-10-01T04:06:07.771	0.0190000000
(((-7) * (-9) * 2 - 7) / (6 * (-3) / 1 / 3))	-20				https://platform.toloka.ai/task/41562232/00027a3078--6518ed9f4dc98f156e10bd9f	00027a3078--6516b2ed056db464d2cd5cd9	00027a3078--6518ed9f4dc98f156e10bd9f	00027a3078--6518ed9f4dc98f156e10bd9b	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T03:55:11.805	2023-10-01T04:06:07.771	2023-10-01T04:06:07.771	0.0190000000
(2 * (-5) * 3 + (-1))	-31				https://platform.toloka.ai/task/41562232/00027a3078--6518f00da6851054904aa050	00027a3078--6516b2ee056db464d2cd5e90	00027a3078--6518f00da6851054904aa050	00027a3078--6518f00da6851054904aa04b	bf31f1d2019de625aa3fa564431d3047	APPROVED	2023-10-01T04:05:33.085	2023-10-01T04:08:50.111	2023-10-01T04:08:50.111	0.0190000000
(((-2) + (-4) - (-8) * (-9)) - ((-4) * 2 * 0 * 3))	66	-78			https://platform.toloka.ai/task/41562232/00027a3078--6518f00da6851054904aa050	00027a3078--6516b2c9f9fa01475aa9b767	00027a3078--6518f00da6851054904aa050	00027a3078--6518f00da6851054904aa04b	bf31f1d2019de625aa3fa564431d3047	APPROVED	2023-10-01T04:05:33.085	2023-10-01T04:08:50.111	2023-10-01T04:08:50.111	0.0190000000
(4 * (-4) / 3 * (-6))	32				https://platform.toloka.ai/task/41562232/00027a3078--6518f00da6851054904aa050	00027a3078--6516b2ee056db464d2cd5f0e	00027a3078--6518f00da6851054904aa050	00027a3078--6518f00da6851054904aa04b	bf31f1d2019de625aa3fa564431d3047	APPROVED	2023-10-01T04:05:33.085	2023-10-01T04:08:50.111	2023-10-01T04:08:50.111	0.0190000000
((((-1) * (-3)) * (8 * (-3))) + (((-9) + 4) - ((-3) - (-3))))	-77	-77			https://platform.toloka.ai/task/41562232/00027a3078--6518f0339ed8a304708be2d4	00027a3078--6516b2c9f9fa01475aa9b784	00027a3078--6518f0339ed8a304708be2d4	00027a3078--6518f0339ed8a304708be2c1	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:06:11.426	2023-10-01T04:07:25.371	2023-10-01T04:07:25.371	0.0190000000
((((-2) + (-2)) * ((-5) - (-6))) + ((8 - 5) * ((-1) * (-3))))	5				https://platform.toloka.ai/task/41562232/00027a3078--6518f0339ed8a304708be2d4	00027a3078--6516b2eb056db464d2cd595d	00027a3078--6518f0339ed8a304708be2d4	00027a3078--6518f0339ed8a304708be2c1	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:06:11.426	2023-10-01T04:07:25.371	2023-10-01T04:07:25.371	0.0190000000
((((-9) - 8 - 1) * (0 + 0 + 5)) + (((-3) * (-6) - (-1)) - (3 - (-3) - 2)))	-75				https://platform.toloka.ai/task/41562232/00027a3078--6518f0339ed8a304708be2d4	00027a3078--6516b2ec056db464d2cd5a2e	00027a3078--6518f0339ed8a304708be2d4	00027a3078--6518f0339ed8a304708be2c1	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:06:11.426	2023-10-01T04:07:25.371	2023-10-01T04:07:25.371	0.0190000000
((-5) * 4)	-20				https://platform.toloka.ai/task/41562232/00027a3078--6518f478a6851054904b9c63	00027a3078--6516b2ed056db464d2cd5d6b	00027a3078--6518f478a6851054904b9c63	00027a3078--6518f478a6851054904b9c5c	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:24:24.754	2023-10-01T04:25:05.393	2023-10-01T04:25:05.393	0.0190000000
((1 * (-3) - 0 - 3) + (8 + 4 * 6 * 3))	74				https://platform.toloka.ai/task/41562232/00027a3078--6518f478a6851054904b9c63	00027a3078--6516b2ed056db464d2cd5ceb	00027a3078--6518f478a6851054904b9c63	00027a3078--6518f478a6851054904b9c5c	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:24:24.754	2023-10-01T04:25:05.393	2023-10-01T04:25:05.393	0.0190000000
(1 * 3 - (-4))	7	7			https://platform.toloka.ai/task/41562232/00027a3078--6518f478a6851054904b9c63	00027a3078--6516b2c9f9fa01475aa9b776	00027a3078--6518f478a6851054904b9c63	00027a3078--6518f478a6851054904b9c5c	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:24:24.754	2023-10-01T04:25:05.393	2023-10-01T04:25:05.393	0.0190000000
((-1) * 7 * 6)	-42	-42			https://platform.toloka.ai/task/41562232/00027a3078--6518f4a315b13a5af65f9dfb	00027a3078--6516b2c9f9fa01475aa9b76d	00027a3078--6518f4a315b13a5af65f9dfb	00027a3078--6518f4a315b13a5af65f9df4	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:25:07.192	2023-10-01T04:26:01.322	2023-10-01T04:26:01.322	0.0190000000
(2 * (-5) * 3 + (-1))	-31				https://platform.toloka.ai/task/41562232/00027a3078--6518f4a315b13a5af65f9dfb	00027a3078--6516b2ee056db464d2cd5e90	00027a3078--6518f4a315b13a5af65f9dfb	00027a3078--6518f4a315b13a5af65f9df4	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:25:07.192	2023-10-01T04:26:01.322	2023-10-01T04:26:01.322	0.0190000000
(((((-2) / 9) + (9 + (-4))) - ((0 + 0) + (5 / (-2)))) - (((7 - 5) + (8 * (-4))) * ((0 * (-3)) + ((-8) - 2))))	264				https://platform.toloka.ai/task/41562232/00027a3078--6518f4a315b13a5af65f9dfb	00027a3078--6516b2eb056db464d2cd5791	00027a3078--6518f4a315b13a5af65f9dfb	00027a3078--6518f4a315b13a5af65f9df4	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:25:07.192	2023-10-01T04:26:01.322	2023-10-01T04:26:01.322	0.0190000000
((((6 * (-8) + 5 - (-9)) / (3 + 9 / 4 * (-2))) + ((2 - 5 / 4 * (-9)) / ((-9) - (-7) / (-2) * (-4)))) + ((((-5) / (-5) / (-8) + 8) + (4 / 6 + (-9) - 7)) * ((4 + 2 * 0 * 7) / ((-3) - 3 + 2 / 3))))	-21				https://platform.toloka.ai/task/41562232/00027a3078--6518f4dbbded9655b6e01a59	00027a3078--6516b2eb056db464d2cd590f	00027a3078--6518f4dbbded9655b6e01a59	00027a3078--6518f4dbbded9655b6e01a51	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:26:03.127	2023-10-01T04:27:20.923	2023-10-01T04:27:20.923	0.0190000000
(((5 - 8 * (-6)) - (1 * 5 - 1)) - (((-3) - (-3) * 2) * ((-2) + 0 * 0)))	55				https://platform.toloka.ai/task/41562232/00027a3078--6518f4dbbded9655b6e01a59	00027a3078--6516b2ec056db464d2cd5a36	00027a3078--6518f4dbbded9655b6e01a59	00027a3078--6518f4dbbded9655b6e01a51	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:26:03.127	2023-10-01T04:27:20.923	2023-10-01T04:27:20.923	0.0190000000
((2 + (-6) + 2) - ((-3) * 4 - 6))	16	16			https://platform.toloka.ai/task/41562232/00027a3078--6518f4dbbded9655b6e01a59	00027a3078--6516b2c9f9fa01475aa9b782	00027a3078--6518f4dbbded9655b6e01a59	00027a3078--6518f4dbbded9655b6e01a51	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:26:03.127	2023-10-01T04:27:20.923	2023-10-01T04:27:20.923	0.0190000000
((((4 - (-4) + 0 / (-4)) / ((-9) - (-6) + 3 * (-7))) - ((3 + (-4) / (-5) * (-8)) * ((-6) + (-7) / 6 + 2))) / ((((-5) - (-2) + (-3) - (-8)) - (4 / 4 - 5 - (-3))) / (((-4) - 8 / (-5) - (-3)) + (9 * (-4) - (-2) - 0))))	765				https://platform.toloka.ai/task/41562232/00027a3078--6518f52aa6851054904bc947	00027a3078--6516b2eb056db464d2cd592b	00027a3078--6518f52aa6851054904bc947	00027a3078--6518f52aa6851054904bc944	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:27:22.526	2023-10-01T04:29:29.980	2023-10-01T04:29:29.980	0.0190000000
((((-3) - 9) / ((-4) / 5)) * (((-9) + (-6)) * (1 - 5)))	900				https://platform.toloka.ai/task/41562232/00027a3078--6518f52aa6851054904bc947	00027a3078--6516b2ec056db464d2cd59b6	00027a3078--6518f52aa6851054904bc947	00027a3078--6518f52aa6851054904bc944	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:27:22.526	2023-10-01T04:29:29.980	2023-10-01T04:29:29.980	0.0190000000
((((7 - (-4)) * (0 * (-3))) * (((-8) * 2) * (2 - (-7)))) - ((((-5) * (-7)) * ((-5) - 1)) * ((3 + (-2)) - ((-8) - 9))))	0	3780			https://platform.toloka.ai/task/41562232/00027a3078--6518f52aa6851054904bc947	00027a3078--6516b2c9f9fa01475aa9b7a2	00027a3078--6518f52aa6851054904bc947	00027a3078--6518f52aa6851054904bc944	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:27:22.526	2023-10-01T04:29:29.980	2023-10-01T04:29:29.980	0.0190000000
(((((-6) - 3) + ((-3) + (-6))) + ((6 - 4) - ((-2) * (-2)))) + ((((-2) - 7) * ((-5) + (-8))) - (((-6) * 8) - (9 * (-5)))))	-21				https://platform.toloka.ai/task/41562232/00027a3078--6518f5aea6851054904be462	00027a3078--6516b2eb056db464d2cd5787	00027a3078--6518f5aea6851054904be462	00027a3078--6518f5aea6851054904be460	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:29:34.831	2023-10-01T04:30:14.882	2023-10-01T04:30:14.882	0.0190000000
((((9 + 3 + (-9) - (-7)) + ((-5) + (-4) + 7 * 7)) * (((-9) * 6 + 6 * 4) + (3 * (-2) + 5 - (-3)))) + (((9 + (-1) * 0 - 6) * ((-2) + 2 * (-8) - 2)) * ((7 + 0 - 8 - (-8)) - ((-2) * 0 * 4 - 5))))	-26	-2120			https://platform.toloka.ai/task/41562232/00027a3078--6518f5aea6851054904be462	00027a3078--6516b2c9f9fa01475aa9b778	00027a3078--6518f5aea6851054904be462	00027a3078--6518f5aea6851054904be460	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:29:34.831	2023-10-01T04:30:14.882	2023-10-01T04:30:14.882	0.0190000000
((1 * 9) * (3 * 8))	216				https://platform.toloka.ai/task/41562232/00027a3078--6518f5aea6851054904be462	00027a3078--6516b2ec056db464d2cd5b8d	00027a3078--6518f5aea6851054904be462	00027a3078--6518f5aea6851054904be460	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:29:34.831	2023-10-01T04:30:14.882	2023-10-01T04:30:14.882	0.0190000000
(((5 - (-2) * 7) / ((-9) * (-9) - 5)) - ((3 / 7 + (-3)) - (3 * (-9) * 6)))	-180				https://platform.toloka.ai/task/41562232/00027a3078--6518f5d89ed8a304708d0dcc	00027a3078--6516b2ec056db464d2cd5a33	00027a3078--6518f5d89ed8a304708d0dcc	00027a3078--6518f5d89ed8a304708d0dc8	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:30:16.525	2023-10-01T04:31:18.862	2023-10-01T04:31:18.862	0.0190000000
((-6) + (-1) - 7)	-14				https://platform.toloka.ai/task/41562232/00027a3078--6518f5d89ed8a304708d0dcc	00027a3078--6516b2ee056db464d2cd5e1c	00027a3078--6518f5d89ed8a304708d0dcc	00027a3078--6518f5d89ed8a304708d0dc8	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:30:16.525	2023-10-01T04:31:18.862	2023-10-01T04:31:18.862	0.0190000000
(((3 + 1 - 3) + (4 - 5 - (-3))) * ((5 + (-4) + (-6)) * (2 - (-5) * 6)))	-480	-480			https://platform.toloka.ai/task/41562232/00027a3078--6518f5d89ed8a304708d0dcc	00027a3078--6516b2c9f9fa01475aa9b78e	00027a3078--6518f5d89ed8a304708d0dcc	00027a3078--6518f5d89ed8a304708d0dc8	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:30:16.525	2023-10-01T04:31:18.862	2023-10-01T04:31:18.862	0.0190000000
(4 * (-4) / 3 * (-6))	32				https://platform.toloka.ai/task/41562232/00027a3078--6518f61802bac216578592c1	00027a3078--6516b2ee056db464d2cd5f0e	00027a3078--6518f61802bac216578592c1	00027a3078--6518f61802bac216578592bd	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:31:20.480	2023-10-01T04:32:29.941	2023-10-01T04:32:29.941	0.0190000000
(((((-7) - (-5) * 7 - 2) + ((-1) + (-7) + 5 - 4)) * (((-6) - (-5) * 7 + (-4)) - ((-5) * 7 + (-4) - (-9)))) - (((0 + (-7) + (-8) + 7) - ((-5) - (-9) - (-9) * (-6))) * ((4 - 8 - (-9) + 6) + (8 * (-4) + 0 - (-3)))))	577	1801			https://platform.toloka.ai/task/41562232/00027a3078--6518f61802bac216578592c1	00027a3078--6516b2c9f9fa01475aa9b774	00027a3078--6518f61802bac216578592c1	00027a3078--6518f61802bac216578592bd	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:31:20.480	2023-10-01T04:32:29.941	2023-10-01T04:32:29.941	0.0190000000
((((-1) - 4 + (-7) + (-3)) - ((-8) * 0 * (-5) + (-1))) + ((1 * (-6) * (-7) * 3) + (9 + 7 * (-6) + (-2))))	875				https://platform.toloka.ai/task/41562232/00027a3078--6518f61802bac216578592c1	00027a3078--6516b2ec056db464d2cd5aa7	00027a3078--6518f61802bac216578592c1	00027a3078--6518f61802bac216578592bd	c3eeb3ddd41b206024c9a53dda770fbd	APPROVED	2023-10-01T04:31:20.480	2023-10-01T04:32:29.941	2023-10-01T04:32:29.941	0.0190000000
((-5) * 4)	-20				https://platform.toloka.ai/task/41562232/00027a3078--651900834dc98f156e151b05	00027a3078--6516b2ed056db464d2cd5d6b	00027a3078--651900834dc98f156e151b05	00027a3078--651900834dc98f156e151b02	eff415435f629f0645c0dc3e359a8955	APPROVED	2023-10-01T05:15:47.678	2023-10-01T05:19:56.451	2023-10-01T05:19:56.451	0.0220000000
((1 * (-3) - 0 - 3) + (8 + 4 * 6 * 3))	74				https://platform.toloka.ai/task/41562232/00027a3078--651900834dc98f156e151b05	00027a3078--6516b2ed056db464d2cd5ceb	00027a3078--651900834dc98f156e151b05	00027a3078--651900834dc98f156e151b02	eff415435f629f0645c0dc3e359a8955	APPROVED	2023-10-01T05:15:47.678	2023-10-01T05:19:56.451	2023-10-01T05:19:56.451	0.0220000000
((((-1) * (-3)) * (8 * (-3))) + (((-9) + 4) - ((-3) - (-3))))	-77	-77			https://platform.toloka.ai/task/41562232/00027a3078--651900834dc98f156e151b05	00027a3078--6516b2c9f9fa01475aa9b784	00027a3078--651900834dc98f156e151b05	00027a3078--651900834dc98f156e151b02	eff415435f629f0645c0dc3e359a8955	APPROVED	2023-10-01T05:15:47.678	2023-10-01T05:19:56.451	2023-10-01T05:19:56.451	0.0220000000
(((5 - 8 * (-6)) - (1 * 5 - 1)) - (((-3) - (-3) * 2) * ((-2) + 0 * 0)))	37				https://platform.toloka.ai/task/41562232/00027a3078--6519017f02bac2165788926a	00027a3078--6516b2ec056db464d2cd5a36	00027a3078--6519017f02bac2165788926a	00027a3078--6519017f02bac21657889264	eff415435f629f0645c0dc3e359a8955	APPROVED	2023-10-01T05:19:59.722	2023-10-01T05:22:39.433	2023-10-01T05:22:39.433	0.0220000000
(3 + 2)	5				https://platform.toloka.ai/task/41562232/00027a3078--6519017f02bac2165788926a	00027a3078--6516b2ed056db464d2cd5d7b	00027a3078--6519017f02bac2165788926a	00027a3078--6519017f02bac21657889264	eff415435f629f0645c0dc3e359a8955	APPROVED	2023-10-01T05:19:59.722	2023-10-01T05:22:39.433	2023-10-01T05:22:39.433	0.0220000000
((-3) * 5 * 4)	-60	-60			https://platform.toloka.ai/task/41562232/00027a3078--6519017f02bac2165788926a	00027a3078--6516b2c9f9fa01475aa9b794	00027a3078--6519017f02bac2165788926a	00027a3078--6519017f02bac21657889264	eff415435f629f0645c0dc3e359a8955	APPROVED	2023-10-01T05:19:59.722	2023-10-01T05:22:39.433	2023-10-01T05:22:39.433	0.0220000000
((((-2) + (-2)) * ((-5) - (-6))) + ((8 - 5) * ((-1) * (-3))))	5				https://platform.toloka.ai/task/41562232/00027a3078--651905be9ed8a3047090bcab	00027a3078--6516b2eb056db464d2cd595d	00027a3078--651905be9ed8a3047090bcab	00027a3078--651905be9ed8a3047090bca8	eff415435f629f0645c0dc3e359a8955	APPROVED	2023-10-01T05:38:06.272	2023-10-01T05:42:27.884	2023-10-01T05:42:27.884	0.0220000000
((((-5) + (-5) - 5) + ((-9) * (-9) * 8)) - ((6 + (-3) + 6) + (7 - (-8) + (-4))))	613	613			https://platform.toloka.ai/task/41562232/00027a3078--651905be9ed8a3047090bcab	00027a3078--6516b2c9f9fa01475aa9b796	00027a3078--651905be9ed8a3047090bcab	00027a3078--651905be9ed8a3047090bca8	eff415435f629f0645c0dc3e359a8955	APPROVED	2023-10-01T05:38:06.272	2023-10-01T05:42:27.884	2023-10-01T05:42:27.884	0.0220000000
(((7 - (-9)) - ((-6) * 5)) - (((-4) + 4) * ((-8) - 7)))	46				https://platform.toloka.ai/task/41562232/00027a3078--651905be9ed8a3047090bcab	00027a3078--6516b2eb056db464d2cd59b4	00027a3078--651905be9ed8a3047090bcab	00027a3078--651905be9ed8a3047090bca8	eff415435f629f0645c0dc3e359a8955	APPROVED	2023-10-01T05:38:06.272	2023-10-01T05:42:27.884	2023-10-01T05:42:27.884	0.0220000000
((9 - (-9) + 9) * ((-5) + 2 * (-2)))	-243				https://platform.toloka.ai/task/41562232/00027a3078--65190e5f9ed8a3047092d5fa	00027a3078--6516b2ed056db464d2cd5bd4	00027a3078--65190e5f9ed8a3047092d5fa	00027a3078--65190e5f9ed8a3047092d5f1	5c16cea1bc61817baaaeb8884977ec66	APPROVED	2023-10-01T06:14:55.304	2023-10-01T06:18:24.793	2023-10-01T06:18:24.793	0.0220000000
