INPUT:formula	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
260 + 813	1073	1073			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6e74553b86efb71d936	00027eccaf--6532af264eb520245255b98f	00027eccaf--6532b6e74553b86efb71d936	00027eccaf--6532b6e74553b86efb71d930	4d2a58921e426744ccfc554c572a2243	APPROVED	2023-10-20T17:20:39.775	2023-10-20T17:21:28.821	2023-10-20T17:21:28.821	0.0290000000
164 + 181	345				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6e74553b86efb71d936	00027eccaf--6532b18902a2ad7a848d2d10	00027eccaf--6532b6e74553b86efb71d936	00027eccaf--6532b6e74553b86efb71d930	4d2a58921e426744ccfc554c572a2243	APPROVED	2023-10-20T17:20:39.775	2023-10-20T17:21:28.821	2023-10-20T17:21:28.821	0.0290000000
60428 + 22740	83168				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6e84553b86efb71d950	00027eccaf--6532b18702a2ad7a848d2bb9	00027eccaf--6532b6e84553b86efb71d950	00027eccaf--6532b6e84553b86efb71d94c	d31983dd6f3d104c01d5b6ce47a67bac	APPROVED	2023-10-20T17:20:40.319	2023-10-20T17:21:25.974	2023-10-20T17:21:25.974	0.0290000000
3 + 5	8	8			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6e84553b86efb71d950	00027eccaf--6532af264eb520245255b9a9	00027eccaf--6532b6e84553b86efb71d950	00027eccaf--6532b6e84553b86efb71d94c	d31983dd6f3d104c01d5b6ce47a67bac	APPROVED	2023-10-20T17:20:40.319	2023-10-20T17:21:25.974	2023-10-20T17:21:25.974	0.0290000000
505 + 853	1358				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6e84553b86efb71d950	00027eccaf--6532b18902a2ad7a848d2cf6	00027eccaf--6532b6e84553b86efb71d950	00027eccaf--6532b6e84553b86efb71d94c	d31983dd6f3d104c01d5b6ce47a67bac	APPROVED	2023-10-20T17:20:40.319	2023-10-20T17:21:25.974	2023-10-20T17:21:25.974	0.0290000000
31822 + 46659	78481				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6eb4553b86efb71dad5	00027eccaf--6532b18902a2ad7a848d2c93	00027eccaf--6532b6eb4553b86efb71dad5	00027eccaf--6532b6eb4553b86efb71dacb	6b3139d3611b2cae40b148dd07940af6	APPROVED	2023-10-20T17:20:43.262	2023-10-20T17:21:48.520	2023-10-20T17:21:48.520	0.0290000000
407 + 405	812	812			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6eb4553b86efb71dad5	00027eccaf--6532af264eb520245255b9b1	00027eccaf--6532b6eb4553b86efb71dad5	00027eccaf--6532b6eb4553b86efb71dacb	6b3139d3611b2cae40b148dd07940af6	APPROVED	2023-10-20T17:20:43.262	2023-10-20T17:21:48.520	2023-10-20T17:21:48.520	0.0290000000
526 + 887	1413				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6eb4553b86efb71dad5	00027eccaf--6532b18702a2ad7a848d2c4f	00027eccaf--6532b6eb4553b86efb71dad5	00027eccaf--6532b6eb4553b86efb71dacb	6b3139d3611b2cae40b148dd07940af6	APPROVED	2023-10-20T17:20:43.262	2023-10-20T17:21:48.520	2023-10-20T17:21:48.520	0.0290000000
16 + 676	692				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6ed4553b86efb71db85	00027eccaf--6532b18702a2ad7a848d2bfb	00027eccaf--6532b6ed4553b86efb71db85	00027eccaf--6532b6ed4553b86efb71db79	7a403ad9c02f5767765953f66b4422dc	APPROVED	2023-10-20T17:20:45.595	2023-10-20T17:21:12.996	2023-10-20T17:21:12.996	0.0290000000
2203 + 1390	3593				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6ed4553b86efb71db85	00027eccaf--6532b18902a2ad7a848d2d4a	00027eccaf--6532b6ed4553b86efb71db85	00027eccaf--6532b6ed4553b86efb71db79	7a403ad9c02f5767765953f66b4422dc	APPROVED	2023-10-20T17:20:45.595	2023-10-20T17:21:12.996	2023-10-20T17:21:12.996	0.0290000000
9721 + 5754	15475	15475			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6ed4553b86efb71db85	00027eccaf--6532af264eb520245255b999	00027eccaf--6532b6ed4553b86efb71db85	00027eccaf--6532b6ed4553b86efb71db79	7a403ad9c02f5767765953f66b4422dc	APPROVED	2023-10-20T17:20:45.595	2023-10-20T17:21:12.996	2023-10-20T17:21:12.996	0.0290000000
2203 + 1390	3593				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6ee984d520bfecdcf4f	00027eccaf--6532b18902a2ad7a848d2d4a	00027eccaf--6532b6ee984d520bfecdcf4f	00027eccaf--6532b6ee984d520bfecdcf4c	0a9c7a257f3d0408da86bb71843cd53f	APPROVED	2023-10-20T17:20:46.778	2023-10-20T17:21:31.519	2023-10-20T17:21:31.519	0.0290000000
231 + 531	762	762			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6ee984d520bfecdcf4f	00027eccaf--6532af254eb520245255b985	00027eccaf--6532b6ee984d520bfecdcf4f	00027eccaf--6532b6ee984d520bfecdcf4c	0a9c7a257f3d0408da86bb71843cd53f	APPROVED	2023-10-20T17:20:46.778	2023-10-20T17:21:31.519	2023-10-20T17:21:31.519	0.0290000000
757 + 277	1034				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6ee984d520bfecdcf4f	00027eccaf--6532b18702a2ad7a848d2c10	00027eccaf--6532b6ee984d520bfecdcf4f	00027eccaf--6532b6ee984d520bfecdcf4c	0a9c7a257f3d0408da86bb71843cd53f	APPROVED	2023-10-20T17:20:46.778	2023-10-20T17:21:31.519	2023-10-20T17:21:31.519	0.0290000000
279 + 490	769	769			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6ef4553b86efb71dbf2	00027eccaf--6532af254eb520245255b979	00027eccaf--6532b6ef4553b86efb71dbf2	00027eccaf--6532b6ef4553b86efb71dbe8	baa675bcdb4f55d1c58f4331e11dea48	APPROVED	2023-10-20T17:20:47.352	2023-10-20T17:21:27.130	2023-10-20T17:21:27.130	0.0290000000
60428 + 22740	83168				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6ef4553b86efb71dbf2	00027eccaf--6532b18702a2ad7a848d2bb9	00027eccaf--6532b6ef4553b86efb71dbf2	00027eccaf--6532b6ef4553b86efb71dbe8	baa675bcdb4f55d1c58f4331e11dea48	APPROVED	2023-10-20T17:20:47.352	2023-10-20T17:21:27.130	2023-10-20T17:21:27.130	0.0290000000
983 + 982	1965				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6ef4553b86efb71dbf2	00027eccaf--6532b18702a2ad7a848d2bf9	00027eccaf--6532b6ef4553b86efb71dbf2	00027eccaf--6532b6ef4553b86efb71dbe8	baa675bcdb4f55d1c58f4331e11dea48	APPROVED	2023-10-20T17:20:47.352	2023-10-20T17:21:27.130	2023-10-20T17:21:27.130	0.0290000000
2808 + 6801	9609	9609			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6ef6a1218269c9e36b7	00027eccaf--6532af264eb520245255b9af	00027eccaf--6532b6ef6a1218269c9e36b7	00027eccaf--6532b6ef6a1218269c9e36b5	91a2786f8bb9c9055a2762fcc87356c9	APPROVED	2023-10-20T17:20:47.279	2023-10-20T17:21:36.942	2023-10-20T17:21:36.942	0.0290000000
164 + 181	345				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6ef6a1218269c9e36b7	00027eccaf--6532b18902a2ad7a848d2d10	00027eccaf--6532b6ef6a1218269c9e36b7	00027eccaf--6532b6ef6a1218269c9e36b5	91a2786f8bb9c9055a2762fcc87356c9	APPROVED	2023-10-20T17:20:47.279	2023-10-20T17:21:36.942	2023-10-20T17:21:36.942	0.0290000000
757 + 277	1026				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6ef6a1218269c9e36b7	00027eccaf--6532b18702a2ad7a848d2c10	00027eccaf--6532b6ef6a1218269c9e36b7	00027eccaf--6532b6ef6a1218269c9e36b5	91a2786f8bb9c9055a2762fcc87356c9	APPROVED	2023-10-20T17:20:47.279	2023-10-20T17:21:36.942	2023-10-20T17:21:36.942	0.0290000000
16 + 676	692				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f01a56d0600c653d4e	00027eccaf--6532b18702a2ad7a848d2bfb	00027eccaf--6532b6f01a56d0600c653d4e	00027eccaf--6532b6f01a56d0600c653d49	23a278b8abff705b8b102c3fd1d18ae5	APPROVED	2023-10-20T17:20:48.285	2023-10-20T17:21:40.388	2023-10-20T17:21:40.388	0.0290000000
74 + 66	140	140			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f01a56d0600c653d4e	00027eccaf--6532af264eb520245255b9a5	00027eccaf--6532b6f01a56d0600c653d4e	00027eccaf--6532b6f01a56d0600c653d49	23a278b8abff705b8b102c3fd1d18ae5	APPROVED	2023-10-20T17:20:48.285	2023-10-20T17:21:40.388	2023-10-20T17:21:40.388	0.0290000000
60428 + 22740	83168				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f01a56d0600c653d4e	00027eccaf--6532b18702a2ad7a848d2bb9	00027eccaf--6532b6f01a56d0600c653d4e	00027eccaf--6532b6f01a56d0600c653d49	23a278b8abff705b8b102c3fd1d18ae5	APPROVED	2023-10-20T17:20:48.285	2023-10-20T17:21:40.388	2023-10-20T17:21:40.388	0.0290000000
31822 + 46659	78481				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f0e7bac2371970eef0	00027eccaf--6532b18902a2ad7a848d2c93	00027eccaf--6532b6f0e7bac2371970eef0	00027eccaf--6532b6f0e7bac2371970eeed	dc6b65fadefe8534162d2259ea708135	APPROVED	2023-10-20T17:20:48.348	2023-10-20T17:21:50.223	2023-10-20T17:21:50.223	0.0290000000
35 + 97	132	132			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f0e7bac2371970eef0	00027eccaf--6532af264eb520245255b99d	00027eccaf--6532b6f0e7bac2371970eef0	00027eccaf--6532b6f0e7bac2371970eeed	dc6b65fadefe8534162d2259ea708135	APPROVED	2023-10-20T17:20:48.348	2023-10-20T17:21:50.223	2023-10-20T17:21:50.223	0.0290000000
983 + 982	1965				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f0e7bac2371970eef0	00027eccaf--6532b18702a2ad7a848d2bf9	00027eccaf--6532b6f0e7bac2371970eef0	00027eccaf--6532b6f0e7bac2371970eeed	dc6b65fadefe8534162d2259ea708135	APPROVED	2023-10-20T17:20:48.348	2023-10-20T17:21:50.223	2023-10-20T17:21:50.223	0.0290000000
3 + 5	8	8			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f1567cd859d50debd2	00027eccaf--6532af264eb520245255b9a9	00027eccaf--6532b6f1567cd859d50debd2	00027eccaf--6532b6f1567cd859d50debcd	c643dce42156ac5ae114adfa28624faa	APPROVED	2023-10-20T17:20:49.610	2023-10-20T17:21:11.599	2023-10-20T17:21:11.599	0.0290000000
58 + 26	84				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f1567cd859d50debd2	00027eccaf--6532b18702a2ad7a848d2b8f	00027eccaf--6532b6f1567cd859d50debd2	00027eccaf--6532b6f1567cd859d50debcd	c643dce42156ac5ae114adfa28624faa	APPROVED	2023-10-20T17:20:49.610	2023-10-20T17:21:11.599	2023-10-20T17:21:11.599	0.0290000000
505 + 853	1358				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f1567cd859d50debd2	00027eccaf--6532b18902a2ad7a848d2cf6	00027eccaf--6532b6f1567cd859d50debd2	00027eccaf--6532b6f1567cd859d50debcd	c643dce42156ac5ae114adfa28624faa	APPROVED	2023-10-20T17:20:49.610	2023-10-20T17:21:11.599	2023-10-20T17:21:11.599	0.0290000000
164 + 181	345				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f1b934dc383cd7c9aa	00027eccaf--6532b18902a2ad7a848d2d10	00027eccaf--6532b6f1b934dc383cd7c9aa	00027eccaf--6532b6f1b934dc383cd7c9a8	dde23d8f3c931fa50648898a735cf203	APPROVED	2023-10-20T17:20:49.964	2023-10-20T17:21:39.378	2023-10-20T17:21:39.378	0.0290000000
60428 + 22740	83168				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f1b934dc383cd7c9aa	00027eccaf--6532b18702a2ad7a848d2bb9	00027eccaf--6532b6f1b934dc383cd7c9aa	00027eccaf--6532b6f1b934dc383cd7c9a8	dde23d8f3c931fa50648898a735cf203	APPROVED	2023-10-20T17:20:49.964	2023-10-20T17:21:39.378	2023-10-20T17:21:39.378	0.0290000000
6569 + 6152	12721	12721			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f1b934dc383cd7c9aa	00027eccaf--6532af264eb520245255b987	00027eccaf--6532b6f1b934dc383cd7c9aa	00027eccaf--6532b6f1b934dc383cd7c9a8	dde23d8f3c931fa50648898a735cf203	APPROVED	2023-10-20T17:20:49.964	2023-10-20T17:21:39.378	2023-10-20T17:21:39.378	0.0290000000
6731 + 3117	9848				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f1e7bac2371970ef24	00027eccaf--6532b18902a2ad7a848d2d44	00027eccaf--6532b6f1e7bac2371970ef24	00027eccaf--6532b6f1e7bac2371970ef22	0fa81c631c7ddf6866d0e74b445def47	APPROVED	2023-10-20T17:20:49.283	2023-10-20T17:21:18.200	2023-10-20T17:21:18.200	0.0290000000
31822 + 46659	78481				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f1e7bac2371970ef24	00027eccaf--6532b18902a2ad7a848d2c93	00027eccaf--6532b6f1e7bac2371970ef24	00027eccaf--6532b6f1e7bac2371970ef22	0fa81c631c7ddf6866d0e74b445def47	APPROVED	2023-10-20T17:20:49.283	2023-10-20T17:21:18.200	2023-10-20T17:21:18.200	0.0290000000
22 + 90	112	112			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f1e7bac2371970ef24	00027eccaf--6532af264eb520245255b997	00027eccaf--6532b6f1e7bac2371970ef24	00027eccaf--6532b6f1e7bac2371970ef22	0fa81c631c7ddf6866d0e74b445def47	APPROVED	2023-10-20T17:20:49.283	2023-10-20T17:21:18.200	2023-10-20T17:21:18.200	0.0290000000
983 + 982	1965				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f2567cd859d50dec14	00027eccaf--6532b18702a2ad7a848d2bf9	00027eccaf--6532b6f2567cd859d50dec14	00027eccaf--6532b6f2567cd859d50dec10	3f33a59ec3086d8864152078452cb19d	APPROVED	2023-10-20T17:20:50.529	2023-10-20T17:21:59.222	2023-10-20T17:21:59.222	0.0290000000
31822 + 46659	78481				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f2567cd859d50dec14	00027eccaf--6532b18902a2ad7a848d2c93	00027eccaf--6532b6f2567cd859d50dec14	00027eccaf--6532b6f2567cd859d50dec10	3f33a59ec3086d8864152078452cb19d	APPROVED	2023-10-20T17:20:50.529	2023-10-20T17:21:59.222	2023-10-20T17:21:59.222	0.0290000000
260 + 813	1073	1073			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f2567cd859d50dec14	00027eccaf--6532af264eb520245255b98f	00027eccaf--6532b6f2567cd859d50dec14	00027eccaf--6532b6f2567cd859d50dec10	3f33a59ec3086d8864152078452cb19d	APPROVED	2023-10-20T17:20:50.529	2023-10-20T17:21:59.222	2023-10-20T17:21:59.222	0.0290000000
2808 + 6801	9609	9609			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f3567cd859d50dec2b	00027eccaf--6532af264eb520245255b9af	00027eccaf--6532b6f3567cd859d50dec2b	00027eccaf--6532b6f3567cd859d50dec26	f6a24b041118bc1ab9442f258664a665	APPROVED	2023-10-20T17:20:51.172	2023-10-20T17:21:34.845	2023-10-20T17:21:34.845	0.0290000000
58 + 26	84				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f3567cd859d50dec2b	00027eccaf--6532b18702a2ad7a848d2b8f	00027eccaf--6532b6f3567cd859d50dec2b	00027eccaf--6532b6f3567cd859d50dec26	f6a24b041118bc1ab9442f258664a665	APPROVED	2023-10-20T17:20:51.172	2023-10-20T17:21:34.845	2023-10-20T17:21:34.845	0.0290000000
983 + 982	1965				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f3567cd859d50dec2b	00027eccaf--6532b18702a2ad7a848d2bf9	00027eccaf--6532b6f3567cd859d50dec2b	00027eccaf--6532b6f3567cd859d50dec26	f6a24b041118bc1ab9442f258664a665	APPROVED	2023-10-20T17:20:51.172	2023-10-20T17:21:34.845	2023-10-20T17:21:34.845	0.0290000000
10 + 991	1001	1001			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f3e7bac2371970ef5f	00027eccaf--6532af264eb520245255b9a1	00027eccaf--6532b6f3e7bac2371970ef5f	00027eccaf--6532b6f3e7bac2371970ef5b	b6f9f76f184fbd8a5e4ab8f09b33540c	APPROVED	2023-10-20T17:20:51.354	2023-10-20T17:21:15.300	2023-10-20T17:21:15.300	0.0290000000
5 + 9	14				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f3e7bac2371970ef5f	00027eccaf--6532b18702a2ad7a848d2c05	00027eccaf--6532b6f3e7bac2371970ef5f	00027eccaf--6532b6f3e7bac2371970ef5b	b6f9f76f184fbd8a5e4ab8f09b33540c	APPROVED	2023-10-20T17:20:51.354	2023-10-20T17:21:15.300	2023-10-20T17:21:15.300	0.0290000000
6674 + 3683	10312				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f3e7bac2371970ef5f	00027eccaf--6532b18902a2ad7a848d2c97	00027eccaf--6532b6f3e7bac2371970ef5f	00027eccaf--6532b6f3e7bac2371970ef5b	b6f9f76f184fbd8a5e4ab8f09b33540c	APPROVED	2023-10-20T17:20:51.354	2023-10-20T17:21:15.300	2023-10-20T17:21:15.300	0.0290000000
58 + 26	84				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f5087d3f50ca5900d7	00027eccaf--6532b18702a2ad7a848d2b8f	00027eccaf--6532b6f5087d3f50ca5900d7	00027eccaf--6532b6f5087d3f50ca5900d3	a1f04b1d88ca645ef1402ff80c7c916e	APPROVED	2023-10-20T17:20:53.274	2023-10-20T17:21:14.899	2023-10-20T17:21:14.899	0.0290000000
22 + 90	112	112			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f5087d3f50ca5900d7	00027eccaf--6532af264eb520245255b997	00027eccaf--6532b6f5087d3f50ca5900d7	00027eccaf--6532b6f5087d3f50ca5900d3	a1f04b1d88ca645ef1402ff80c7c916e	APPROVED	2023-10-20T17:20:53.274	2023-10-20T17:21:14.899	2023-10-20T17:21:14.899	0.0290000000
5 + 9	14				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f5087d3f50ca5900d7	00027eccaf--6532b18702a2ad7a848d2c05	00027eccaf--6532b6f5087d3f50ca5900d7	00027eccaf--6532b6f5087d3f50ca5900d3	a1f04b1d88ca645ef1402ff80c7c916e	APPROVED	2023-10-20T17:20:53.274	2023-10-20T17:21:14.899	2023-10-20T17:21:14.899	0.0290000000
526 + 887	1413				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f56a1218269c9e37ea	00027eccaf--6532b18702a2ad7a848d2c4f	00027eccaf--6532b6f56a1218269c9e37ea	00027eccaf--6532b6f56a1218269c9e37e8	4ff3bb526bef2dfc09d25d66edcdc772	APPROVED	2023-10-20T17:20:53.212	2023-10-20T17:21:05.160	2023-10-20T17:21:05.160	0.0290000000
91 + 30	121				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f56a1218269c9e37ea	00027eccaf--6532b18702a2ad7a848d2bdc	00027eccaf--6532b6f56a1218269c9e37ea	00027eccaf--6532b6f56a1218269c9e37e8	4ff3bb526bef2dfc09d25d66edcdc772	APPROVED	2023-10-20T17:20:53.212	2023-10-20T17:21:05.160	2023-10-20T17:21:05.160	0.0290000000
67 + 1	68	68			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f56a1218269c9e37ea	00027eccaf--6532af254eb520245255b97f	00027eccaf--6532b6f56a1218269c9e37ea	00027eccaf--6532b6f56a1218269c9e37e8	4ff3bb526bef2dfc09d25d66edcdc772	APPROVED	2023-10-20T17:20:53.212	2023-10-20T17:21:05.160	2023-10-20T17:21:05.160	0.0290000000
91 + 30	121				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f5984d520bfecdd0d2	00027eccaf--6532b18702a2ad7a848d2bdc	00027eccaf--6532b6f5984d520bfecdd0d2	00027eccaf--6532b6f5984d520bfecdd0cd	243597889936d571d9a40be1cfaae079	APPROVED	2023-10-20T17:20:53.894	2023-10-20T17:21:17.389	2023-10-20T17:21:17.389	0.0290000000
153 + 389	542	542			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f5984d520bfecdd0d2	00027eccaf--6532af264eb520245255b993	00027eccaf--6532b6f5984d520bfecdd0d2	00027eccaf--6532b6f5984d520bfecdd0cd	243597889936d571d9a40be1cfaae079	APPROVED	2023-10-20T17:20:53.894	2023-10-20T17:21:17.389	2023-10-20T17:21:17.389	0.0290000000
983 + 982	1965				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6f5984d520bfecdd0d2	00027eccaf--6532b18702a2ad7a848d2bf9	00027eccaf--6532b6f5984d520bfecdd0d2	00027eccaf--6532b6f5984d520bfecdd0cd	243597889936d571d9a40be1cfaae079	APPROVED	2023-10-20T17:20:53.894	2023-10-20T17:21:17.389	2023-10-20T17:21:17.389	0.0290000000
77 + 52	129				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6fa087d3f50ca590459	00027eccaf--6532b18902a2ad7a848d2cea	00027eccaf--6532b6fa087d3f50ca590459	00027eccaf--6532b6fa087d3f50ca590456	9cf440ded3ce355b265e7d106da6aed8	APPROVED	2023-10-20T17:20:58.432	2023-10-20T17:21:16.396	2023-10-20T17:21:16.396	0.0290000000
505 + 853	1358				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6fa087d3f50ca590459	00027eccaf--6532b18902a2ad7a848d2cf6	00027eccaf--6532b6fa087d3f50ca590459	00027eccaf--6532b6fa087d3f50ca590456	9cf440ded3ce355b265e7d106da6aed8	APPROVED	2023-10-20T17:20:58.432	2023-10-20T17:21:16.396	2023-10-20T17:21:16.396	0.0290000000
67 + 1	68	68			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6fa087d3f50ca590459	00027eccaf--6532af254eb520245255b97f	00027eccaf--6532b6fa087d3f50ca590459	00027eccaf--6532b6fa087d3f50ca590456	9cf440ded3ce355b265e7d106da6aed8	APPROVED	2023-10-20T17:20:58.432	2023-10-20T17:21:16.396	2023-10-20T17:21:16.396	0.0290000000
407 + 405	812	812			https://platform.toloka.ai/task/41864367/00027eccaf--6532b6fddc36b75808eea78f	00027eccaf--6532af264eb520245255b9b1	00027eccaf--6532b6fddc36b75808eea78f	00027eccaf--6532b6fddc36b75808eea78a	4a511270315752eb30fed09acc2a1b48	APPROVED	2023-10-20T17:21:01.606	2023-10-20T17:21:45.255	2023-10-20T17:21:45.255	0.0290000000
5 + 9	14				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6fddc36b75808eea78f	00027eccaf--6532b18702a2ad7a848d2c05	00027eccaf--6532b6fddc36b75808eea78f	00027eccaf--6532b6fddc36b75808eea78a	4a511270315752eb30fed09acc2a1b48	APPROVED	2023-10-20T17:21:01.606	2023-10-20T17:21:45.255	2023-10-20T17:21:45.255	0.0290000000
757 + 277	1034				https://platform.toloka.ai/task/41864367/00027eccaf--6532b6fddc36b75808eea78f	00027eccaf--6532b18702a2ad7a848d2c10	00027eccaf--6532b6fddc36b75808eea78f	00027eccaf--6532b6fddc36b75808eea78a	4a511270315752eb30fed09acc2a1b48	APPROVED	2023-10-20T17:21:01.606	2023-10-20T17:21:45.255	2023-10-20T17:21:45.255	0.0290000000
7293 + 7529	14822	14822			https://platform.toloka.ai/task/41864367/00027eccaf--6532b701382aee2eeb8148aa	00027eccaf--6532af264eb520245255b9b3	00027eccaf--6532b701382aee2eeb8148aa	00027eccaf--6532b701382aee2eeb8148a7	07b291f5ea1bc4f3f3a95c3e5e813ea5	APPROVED	2023-10-20T17:21:05.376	2023-10-20T17:22:10.548	2023-10-20T17:22:10.548	0.0290000000
91 + 30	121				https://platform.toloka.ai/task/41864367/00027eccaf--6532b701382aee2eeb8148aa	00027eccaf--6532b18702a2ad7a848d2bdc	00027eccaf--6532b701382aee2eeb8148aa	00027eccaf--6532b701382aee2eeb8148a7	07b291f5ea1bc4f3f3a95c3e5e813ea5	APPROVED	2023-10-20T17:21:05.376	2023-10-20T17:22:10.548	2023-10-20T17:22:10.548	0.0290000000
90353 + 20281	110634				https://platform.toloka.ai/task/41864367/00027eccaf--6532b701382aee2eeb8148aa	00027eccaf--6532b18902a2ad7a848d2cd6	00027eccaf--6532b701382aee2eeb8148aa	00027eccaf--6532b701382aee2eeb8148a7	07b291f5ea1bc4f3f3a95c3e5e813ea5	APPROVED	2023-10-20T17:21:05.376	2023-10-20T17:22:10.548	2023-10-20T17:22:10.548	0.0290000000
67 + 4	71				https://platform.toloka.ai/task/41864367/00027eccaf--6532b7014553b86efb71df5f	00027eccaf--6532b18702a2ad7a848d2c17	00027eccaf--6532b7014553b86efb71df5f	00027eccaf--6532b7014553b86efb71df5d	7b10812298f33d5d926c57ea59bfba7f	APPROVED	2023-10-20T17:21:05.620	2023-10-20T17:21:46.508	2023-10-20T17:21:46.508	0.0290000000
6674 + 3683	10357				https://platform.toloka.ai/task/41864367/00027eccaf--6532b7014553b86efb71df5f	00027eccaf--6532b18902a2ad7a848d2c97	00027eccaf--6532b7014553b86efb71df5f	00027eccaf--6532b7014553b86efb71df5d	7b10812298f33d5d926c57ea59bfba7f	APPROVED	2023-10-20T17:21:05.620	2023-10-20T17:21:46.508	2023-10-20T17:21:46.508	0.0290000000
231 + 531	762	762			https://platform.toloka.ai/task/41864367/00027eccaf--6532b7014553b86efb71df5f	00027eccaf--6532af254eb520245255b985	00027eccaf--6532b7014553b86efb71df5f	00027eccaf--6532b7014553b86efb71df5d	7b10812298f33d5d926c57ea59bfba7f	APPROVED	2023-10-20T17:21:05.620	2023-10-20T17:21:46.508	2023-10-20T17:21:46.508	0.0290000000
444 + 1	445	445			https://platform.toloka.ai/task/41864367/00027eccaf--6532b70151f0de5a111a809c	00027eccaf--6532af264eb520245255b98d	00027eccaf--6532b70151f0de5a111a809c	00027eccaf--6532b70151f0de5a111a8096	e4cf0b1970662a643feded2bf8338add	APPROVED	2023-10-20T17:21:05.977	2023-10-20T17:21:37.124	2023-10-20T17:21:37.124	0.0290000000
1709 + 3041	4750				https://platform.toloka.ai/task/41864367/00027eccaf--6532b70151f0de5a111a809c	00027eccaf--6532b18902a2ad7a848d2caf	00027eccaf--6532b70151f0de5a111a809c	00027eccaf--6532b70151f0de5a111a8096	e4cf0b1970662a643feded2bf8338add	APPROVED	2023-10-20T17:21:05.977	2023-10-20T17:21:37.124	2023-10-20T17:21:37.124	0.0290000000
77 + 52	129				https://platform.toloka.ai/task/41864367/00027eccaf--6532b70151f0de5a111a809c	00027eccaf--6532b18902a2ad7a848d2cea	00027eccaf--6532b70151f0de5a111a809c	00027eccaf--6532b70151f0de5a111a8096	e4cf0b1970662a643feded2bf8338add	APPROVED	2023-10-20T17:21:05.977	2023-10-20T17:21:37.124	2023-10-20T17:21:37.124	0.0290000000
